membros,eixos,escore_latente,escore_design_z,similaridade_semantica,na_faixa,quadrante,solida,confianca_modal
W1980406593|W2072863585|W2154683088,Cyb|Reg,0.0362,0.0,0.4053,0,ruido_quimera,0,obra
W2004899202|W2123755784|W67809301,Cyb|Reg,0.0362,0.0,0.305,1,ruido_quimera,0,obra
W2015930340|W2072863585|W2154683088,Cyb|Reg,0.0362,0.0,0.3184,1,ruido_quimera,0,obra
W2015930340|W2123755784|W4244612406,Cyb|Reg,0.0362,0.0,0.3507,1,ruido_quimera,0,obra
W2072863585|W2142257426|W2154683088,Cyb|Reg,0.0362,0.0,0.2577,0,ruido_quimera,0,obra
W2072863585|W2154683088|W2313563931,Cyb|Reg,0.0362,0.0,0.3528,1,ruido_quimera,0,obra
W2072863585|W2154683088|W27930607,Cyb|Reg,0.0362,0.0,0.3732,0,ruido_quimera,0,obra
W2072863585|W2154683088|W3123282572,Cyb|Reg,0.0362,0.0,0.3246,1,ruido_quimera,0,obra
W2085563972|W2123755784|W4244612406,Cyb|Reg,0.0362,0.0,0.331,1,ruido_quimera,0,obra
W2123755784|W27930607|W4244612406,Cyb|Reg,0.0362,0.0,0.2579,0,ruido_quimera,0,obra
W4244612406|W603352075|W67809301,Cyb|Reg,0.0362,0.0,0.4066,0,ruido_quimera,0,obra
W2036963701|W2123755784|W67809301,Cyb|Reg,0.0355,0.0,0.2583,0,ruido_quimera,0,obra
W1566478880|W1968044930|W2010793828,Cyb|Reg,0.0354,0.0,0.3424,1,ruido_quimera,0,obra
W1492856410|W4244612406|W67809301,Cyb|Reg,0.0351,0.0,0.343,1,ruido_quimera,0,obra
W2154683088|W4244612406|W67809301,Cyb|Reg,0.0351,0.0,0.4135,0,ruido_quimera,0,obra
W1492856410|W1529624024|W67809301,Cyb|Reg,0.0349,0.0,0.2027,0,ruido_quimera,0,obra
W1492856410|W1566172004|W1968044930,Cyb|Reg,0.0349,0.0,0.3801,0,ruido_quimera,0,obra
W1492856410|W1566172004|W233775549,Cyb|Reg,0.0349,0.0,0.3943,0,ruido_quimera,0,obra
W1492856410|W1968044930|W1980406593,Cyb|Reg,0.0349,0.0,0.4181,0,ruido_quimera,0,obra
W1492856410|W1968044930|W2015930340,Cyb|Reg,0.0349,0.0,0.3521,1,ruido_quimera,0,obra
W1492856410|W1968044930|W2313563931,Cyb|Reg,0.0349,0.0,0.3557,1,ruido_quimera,0,obra
W1492856410|W1968044930|W27930607,Cyb|Reg,0.0349,0.0,0.4199,0,ruido_quimera,0,obra
W1492856410|W1968044930|W570136161,Cyb|Reg,0.0349,0.0,0.4229,0,ruido_quimera,0,obra
W1492856410|W1980406593|W2025177555,Cyb|Reg,0.0349,0.0,0.4078,0,ruido_quimera,0,obra
W1492856410|W1980406593|W233775549,Cyb|Reg,0.0349,0.0,0.4423,0,ruido_quimera,0,obra
W1492856410|W1980406593|W67809301,Cyb|Reg,0.0349,0.0,0.3111,1,ruido_quimera,0,obra
W1492856410|W2004064845|W67809301,Cyb|Reg,0.0349,0.0,0.2212,0,ruido_quimera,0,obra
W1492856410|W2011303397|W67809301,Cyb|Reg,0.0349,0.0,0.2275,0,ruido_quimera,0,obra
W1492856410|W2015930340|W2025177555,Cyb|Reg,0.0349,0.0,0.325,1,ruido_quimera,0,obra
W1492856410|W2015930340|W233775549,Cyb|Reg,0.0349,0.0,0.357,1,ruido_quimera,0,obra
W1492856410|W2015930340|W67809301,Cyb|Reg,0.0349,0.0,0.2717,0,ruido_quimera,0,obra
W1492856410|W2025177555|W2101946146,Cyb|Reg,0.0349,0.0,0.3431,1,ruido_quimera,0,obra
W1492856410|W2025177555|W2313563931,Cyb|Reg,0.0349,0.0,0.3285,1,ruido_quimera,0,obra
W1492856410|W2025177555|W27930607,Cyb|Reg,0.0349,0.0,0.3408,1,ruido_quimera,0,obra
W1492856410|W2025177555|W570136161,Cyb|Reg,0.0349,0.0,0.3567,1,ruido_quimera,0,obra
W1492856410|W2101946146|W233775549,Cyb|Reg,0.0349,0.0,0.3617,1,ruido_quimera,0,obra
W1492856410|W2129261459|W67809301,Cyb|Reg,0.0349,0.0,0.2357,0,ruido_quimera,0,obra
W1492856410|W2164284962|W67809301,Cyb|Reg,0.0349,0.0,0.2985,1,ruido_quimera,0,obra
W1492856410|W2313563931|W233775549,Cyb|Reg,0.0349,0.0,0.3505,1,ruido_quimera,0,obra
W1492856410|W2313563931|W67809301,Cyb|Reg,0.0349,0.0,0.2738,0,ruido_quimera,0,obra
W1492856410|W233775549|W570136161,Cyb|Reg,0.0349,0.0,0.4357,0,ruido_quimera,0,obra
W1492856410|W27930607|W67809301,Cyb|Reg,0.0349,0.0,0.2558,0,ruido_quimera,0,obra
W1492856410|W570136161|W67809301,Cyb|Reg,0.0349,0.0,0.2361,0,ruido_quimera,0,obra
W1495419098|W1566478880|W2010793828,Cyb|Reg,0.0349,0.0,0.3377,1,ruido_quimera,0,obra
W1515810707|W1601629960|W2057748843,Cyb|Reg,0.0349,0.0,0.2861,0,ruido_quimera,0,obra
W1527311855|W1566478880|W2072863585,Cyb|Reg,0.0349,0.0,0.3249,1,ruido_quimera,0,obra
W1527311855|W1566478880|W67809301,Cyb|Reg,0.0349,0.0,0.2784,0,ruido_quimera,0,obra
W1527311855|W1601944394|W90769783,Cyb|Reg,0.0349,0.0,0.3597,1,ruido_quimera,0,obra
W1527311855|W2072863585|W2123755784,Cyb|Reg,0.0349,0.0,0.2294,0,ruido_quimera,0,obra
W1527311855|W2086450534|W2123755784,Cyb|Reg,0.0349,0.0,0.1829,0,ruido_quimera,0,obra
W1540626093|W2025177555|W2313563931,Cyb|Reg,0.0349,0.0,0.3961,0,ruido_quimera,0,obra
W1541456364|W1601629960|W2057748843,Cyb|Reg,0.0349,0.0,0.1496,0,ruido_quimera,0,obra
W1566172004|W2072863585|W2123755784,Cyb|Reg,0.0349,0.0,0.2835,0,ruido_quimera,0,obra
W1566172004|W2086450534|W2123755784,Cyb|Reg,0.0349,0.0,0.2089,0,ruido_quimera,0,obra
W1566172004|W4244612406|W603352075,Cyb|Reg,0.0349,0.0,0.4878,0,ruido_quimera,0,obra
W1566344170|W1566478880|W1601944394,Cyb|Reg,0.0349,0.0,0.3871,0,ruido_quimera,0,obra
W1566478880|W1601629960|W2101157755,Cyb|Reg,0.0349,0.0,0.3048,1,ruido_quimera,0,obra
W1566478880|W1601944394|W2003934805,Cyb|Reg,0.0349,0.0,0.3625,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2028436159,Cyb|Reg,0.0349,0.0,0.3203,1,ruido_quimera,0,obra
W1566478880|W1601944394|W2752617332,Cyb|Reg,0.0349,0.0,0.3314,1,ruido_quimera,0,obra
W1566478880|W1601944394|W3123282572,Cyb|Reg,0.0349,0.0,0.2989,1,ruido_quimera,0,obra
W1566478880|W1601944394|W570136161,Cyb|Reg,0.0349,0.0,0.3265,1,ruido_quimera,0,obra
W1566478880|W1995875735|W67809301,Cyb|Reg,0.0349,0.0,0.1323,0,ruido_quimera,0,obra
W1570538375|W1601629960|W2753533763,Cyb|Reg,0.0349,0.0,0.3597,1,ruido_quimera,0,obra
W1601629960|W1606540910|W2057748843,Cyb|Reg,0.0349,0.0,0.1786,0,ruido_quimera,0,obra
W1601629960|W1993023795|W2057748843,Cyb|Reg,0.0349,0.0,0.2696,0,ruido_quimera,0,obra
W1601629960|W1999686839|W2037927976,Cyb|Reg,0.0349,0.0,0.3552,1,ruido_quimera,0,obra
W1601629960|W2011303397|W2057748843,Cyb|Reg,0.0349,0.0,0.2267,0,ruido_quimera,0,obra
W1601629960|W201578715|W2037927976,Cyb|Reg,0.0349,0.0,0.3128,1,ruido_quimera,0,obra
W1601629960|W2037927976|W2101157755,Cyb|Reg,0.0349,0.0,0.2943,1,ruido_quimera,0,obra
W1601629960|W2057748843|W2164284962,Cyb|Reg,0.0349,0.0,0.2591,0,ruido_quimera,0,obra
W1601629960|W2057748843|W2988934653,Cyb|Reg,0.0349,0.0,0.2475,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2753533763,Cyb|Reg,0.0349,0.0,0.2253,0,ruido_quimera,0,obra
W1601944394|W2313563931|W90769783,Cyb|Reg,0.0349,0.0,0.3371,1,ruido_quimera,0,obra
W1973459906|W2123755784|W4244612406,Cyb|Reg,0.0349,0.0,0.3628,0,ruido_quimera,0,obra
W2003934805|W2123755784|W4244612406,Cyb|Reg,0.0349,0.0,0.3454,1,ruido_quimera,0,obra
W2015930340|W2123755784|W233775549,Cyb|Reg,0.0349,0.0,0.2612,0,ruido_quimera,0,obra
W2101946146|W2123755784|W4244612406,Cyb|Reg,0.0349,0.0,0.3099,1,ruido_quimera,0,obra
W2101946146|W4244612406|W603352075,Cyb|Reg,0.0349,0.0,0.4008,0,ruido_quimera,0,obra
W2123755784|W3123282572|W4244612406,Cyb|Reg,0.0349,0.0,0.337,1,ruido_quimera,0,obra
W2313563931|W4244612406|W603352075,Cyb|Reg,0.0349,0.0,0.3514,1,ruido_quimera,0,obra
W3123282572|W4244612406|W603352075,Cyb|Reg,0.0349,0.0,0.4395,0,ruido_quimera,0,obra
W1968044930|W4244612406|W67809301,Cyb|Reg,0.0345,0.0,0.4254,0,ruido_quimera,0,obra
W2036963701|W2154683088|W67809301,Cyb|Reg,0.0345,0.0,0.4185,0,ruido_quimera,0,obra
W2083449279|W2154683088|W67809301,Cyb|Reg,0.0345,0.0,0.3319,1,ruido_quimera,0,obra
W1566172004|W2025177555|W2048086870,Cyb|Reg,0.0343,0.0,0.39,0,ruido_quimera,0,obra
W2010793828|W2123755784|W233775549,Cyb|Reg,0.0341,0.0,0.2352,0,ruido_quimera,0,obra
W2010793828|W2025177555|W233775549,Cyb|Reg,0.034,0.0,0.37,0,ruido_quimera,0,obra
W2010793828|W2025177555|W603352075,Cyb|Reg,0.034,0.0,0.3833,0,ruido_quimera,0,obra
W2025177555|W233775549|W67809301,Cyb|Reg,0.034,0.0,0.3481,1,ruido_quimera,0,obra
W233775549|W4244612406|W67809301,Cyb|Reg,0.034,0.0,0.3642,0,ruido_quimera,0,obra
W1504129344|W1527571715|W1566478880,Cyb|Reg,0.0336,0.0,0.2785,0,ruido_quimera,0,obra
W1504129344|W1970428482|W90769783,Cyb|Reg,0.0336,0.0,0.2884,0,ruido_quimera,0,obra
W1504129344|W2072863585|W2123755784,Cyb|Reg,0.0336,0.0,0.2327,0,ruido_quimera,0,obra
W1504129344|W2086450534|W2123755784,Cyb|Reg,0.0336,0.0,0.2154,0,ruido_quimera,0,obra
W1515810707|W1601629960|W2037927976,Cyb|Reg,0.0336,0.0,0.3544,1,ruido_quimera,0,obra
W1520641906|W1540626093|W2025177555,Cyb|Reg,0.0336,0.0,0.3488,1,ruido_quimera,0,obra
W1527311855|W1566478880|W2114648917,Cyb|Reg,0.0336,0.0,0.2907,0,ruido_quimera,0,obra
W1527311855|W2154683088|W90769783,Cyb|Reg,0.0336,0.0,0.3851,0,ruido_quimera,0,obra
W1527571715|W1566478880|W2101946146,Cyb|Reg,0.0336,0.0,0.2956,1,ruido_quimera,0,obra
W1527571715|W67809301|W90769783,Cyb|Reg,0.0336,0.0,0.2338,0,ruido_quimera,0,obra
W1540626093|W1973459906|W2025177555,Cyb|Reg,0.0336,0.0,0.3885,0,ruido_quimera,0,obra
W1540626093|W2015930340|W2025177555,Cyb|Reg,0.0336,0.0,0.3913,0,ruido_quimera,0,obra
W1540626093|W2025177555|W2101946146,Cyb|Reg,0.0336,0.0,0.4097,0,ruido_quimera,0,obra
W1540626093|W2025177555|W27930607,Cyb|Reg,0.0336,0.0,0.3427,1,ruido_quimera,0,obra
W1541456364|W1601629960|W2037927976,Cyb|Reg,0.0336,0.0,0.2262,0,ruido_quimera,0,obra
W1566172004|W1566478880|W1968044930,Cyb|Reg,0.0336,0.0,0.3523,1,ruido_quimera,0,obra
W1566172004|W2025177555|W582908774,Cyb|Reg,0.0336,0.0,0.4631,0,ruido_quimera,0,obra
W1566344170|W1566478880|W2101157755,Cyb|Reg,0.0336,0.0,0.4303,0,ruido_quimera,0,obra
W1566478880|W1968044930|W2101946146,Cyb|Reg,0.0336,0.0,0.3479,1,ruido_quimera,0,obra
W1566478880|W2003934805|W2101157755,Cyb|Reg,0.0336,0.0,0.3935,0,ruido_quimera,0,obra
W1566478880|W2028436159|W2101157755,Cyb|Reg,0.0336,0.0,0.3772,0,ruido_quimera,0,obra
W1566478880|W2101157755|W2752617332,Cyb|Reg,0.0336,0.0,0.4084,0,ruido_quimera,0,obra
W1566478880|W2101157755|W3123282572,Cyb|Reg,0.0336,0.0,0.377,0,ruido_quimera,0,obra
W1566478880|W2123709218|W67809301,Cyb|Reg,0.0336,0.0,0.3926,0,ruido_quimera,0,obra
W1601629960|W1606540910|W2037927976,Cyb|Reg,0.0336,0.0,0.2211,0,ruido_quimera,0,obra
W1601629960|W1993023795|W2037927976,Cyb|Reg,0.0336,0.0,0.2545,0,ruido_quimera,0,obra
W1601629960|W2011303397|W2037927976,Cyb|Reg,0.0336,0.0,0.2775,0,ruido_quimera,0,obra
W1601629960|W2037927976|W2164284962,Cyb|Reg,0.0336,0.0,0.2536,0,ruido_quimera,0,obra
W1601629960|W2037927976|W2988934653,Cyb|Reg,0.0336,0.0,0.2601,0,ruido_quimera,0,obra
W1601944394|W2015930340|W2123755784,Cyb|Reg,0.0336,0.0,0.2799,0,ruido_quimera,0,obra
W1601944394|W2123755784|W27930607,Cyb|Reg,0.0336,0.0,0.1788,0,ruido_quimera,0,obra
W1965278510|W2123755784|W233775549,Cyb|Reg,0.0336,0.0,0.2097,0,ruido_quimera,0,obra
W1970428482|W1980406593|W90769783,Cyb|Reg,0.0336,0.0,0.3045,1,ruido_quimera,0,obra
W1970428482|W2313563931|W90769783,Cyb|Reg,0.0336,0.0,0.307,1,ruido_quimera,0,obra
W1973459906|W2123755784|W233775549,Cyb|Reg,0.0336,0.0,0.2502,0,ruido_quimera,0,obra
W2003934805|W2123755784|W233775549,Cyb|Reg,0.0336,0.0,0.2489,0,ruido_quimera,0,obra
W2083449279|W2126563689|W2127617481,Cyb|Reg,0.0336,0.0,0.3213,1,ruido_quimera,0,obra
W2083449279|W2126563689|W2128634656,Cyb|Reg,0.0336,0.0,0.3414,1,ruido_quimera,0,obra
W2101946146|W2123755784|W233775549,Cyb|Reg,0.0336,0.0,0.2251,0,ruido_quimera,0,obra
W2123755784|W2313563931|W233775549,Cyb|Reg,0.0336,0.0,0.157,0,ruido_quimera,0,obra
W1566478880|W2015930340|W2048086870,Cyb|Reg,0.0331,0.0,0.6062,0,ruido_quimera,0,obra
W1968044930|W2025177555|W67809301,Cyb|Reg,0.0331,0.0,0.4058,0,ruido_quimera,0,obra
W1968044930|W2010793828|W2123755784,Cyb|Reg,0.033,0.0,0.2039,0,ruido_quimera,0,obra
W1527311855|W1566478880|W2083449279,Cyb|Reg,0.0326,0.0,0.3039,1,ruido_quimera,0,obra
W148613442|W2154683088|W67809301,Cyb|Reg,0.0323,0.0,0.3746,0,ruido_quimera,0,obra
W1492856410|W1506732837|W1527311855,Cyb|Reg,0.0323,0.0,0.3448,1,ruido_quimera,0,obra
W1492856410|W1506732837|W1973459906,Cyb|Reg,0.0323,0.0,0.3152,1,ruido_quimera,0,obra
W1492856410|W1506732837|W2085563972,Cyb|Reg,0.0323,0.0,0.2937,1,ruido_quimera,0,obra
W1495961791|W1527311855|W1566478880,Cyb|Reg,0.0323,0.0,0.3525,1,ruido_quimera,0,obra
W1504129344|W1566478880|W2037306909,Cyb|Reg,0.0323,0.0,0.361,1,ruido_quimera,0,obra
W1504129344|W1983425281|W2123755784,Cyb|Reg,0.0323,0.0,0.1975,0,ruido_quimera,0,obra
W1504129344|W2025177555|W582908774,Cyb|Reg,0.0323,0.0,0.3699,0,ruido_quimera,0,obra
W1515810707|W2126563689|W2127617481,Cyb|Reg,0.0323,0.0,0.3383,1,ruido_quimera,0,obra
W1515810707|W2126563689|W2128634656,Cyb|Reg,0.0323,0.0,0.3906,0,ruido_quimera,0,obra
W1520641906|W1540626093|W2127617481,Cyb|Reg,0.0323,0.0,0.325,1,ruido_quimera,0,obra
W1520641906|W1541456364|W2127617481,Cyb|Reg,0.0323,0.0,0.1976,0,ruido_quimera,0,obra
W1520641906|W1916207017|W2127617481,Cyb|Reg,0.0323,0.0,0.2248,0,ruido_quimera,0,obra
W1520641906|W2011303397|W2127617481,Cyb|Reg,0.0323,0.0,0.2493,0,ruido_quimera,0,obra
W1520641906|W201578715|W2127617481,Cyb|Reg,0.0323,0.0,0.3343,1,ruido_quimera,0,obra
W1520641906|W2048086870|W2127617481,Cyb|Reg,0.0323,0.0,0.3378,1,ruido_quimera,0,obra
W1520641906|W2098978150|W2127617481,Cyb|Reg,0.0323,0.0,0.3144,1,ruido_quimera,0,obra
W1520641906|W2108020239|W2127617481,Cyb|Reg,0.0323,0.0,0.196,0,ruido_quimera,0,obra
W1527571715|W1566478880|W1973459906,Cyb|Reg,0.0323,0.0,0.3005,1,ruido_quimera,0,obra
W1527571715|W1566478880|W2085563972,Cyb|Reg,0.0323,0.0,0.2854,0,ruido_quimera,0,obra
W1566172004|W1566478880|W2037306909,Cyb|Reg,0.0323,0.0,0.3983,0,ruido_quimera,0,obra
W1566172004|W2154683088|W90769783,Cyb|Reg,0.0323,0.0,0.4587,0,ruido_quimera,0,obra
W1566478880|W1968044930|W1973459906,Cyb|Reg,0.0323,0.0,0.3451,1,ruido_quimera,0,obra
W1566478880|W1968044930|W2015930340,Cyb|Reg,0.0323,0.0,0.3564,1,ruido_quimera,0,obra
W1566478880|W2037306909|W2101946146,Cyb|Reg,0.0323,0.0,0.3564,1,ruido_quimera,0,obra
W1570538375|W1601629960|W1999686839,Cyb|Reg,0.0323,0.0,0.4608,0,ruido_quimera,0,obra
W1570538375|W1601629960|W201578715,Cyb|Reg,0.0323,0.0,0.4031,0,ruido_quimera,0,obra
W1570538375|W1601629960|W2101157755,Cyb|Reg,0.0323,0.0,0.3792,0,ruido_quimera,0,obra
W1601629960|W1999686839|W2082088739,Cyb|Reg,0.0323,0.0,0.2851,0,ruido_quimera,0,obra
W1601629960|W201578715|W2082088739,Cyb|Reg,0.0323,0.0,0.2468,0,ruido_quimera,0,obra
W1601629960|W2043474425|W2753533763,Cyb|Reg,0.0323,0.0,0.2764,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2101157755,Cyb|Reg,0.0323,0.0,0.2678,0,ruido_quimera,0,obra
W1601629960|W232611682|W2753533763,Cyb|Reg,0.0323,0.0,0.1747,0,ruido_quimera,0,obra
W1601944394|W1965278510|W2123755784,Cyb|Reg,0.0323,0.0,0.2167,0,ruido_quimera,0,obra
W1601944394|W1973459906|W2123755784,Cyb|Reg,0.0323,0.0,0.2641,0,ruido_quimera,0,obra
W1601944394|W2003934805|W2123755784,Cyb|Reg,0.0323,0.0,0.2547,0,ruido_quimera,0,obra
W1973459906|W2025177555|W582908774,Cyb|Reg,0.0323,0.0,0.4209,0,ruido_quimera,0,obra
W1980406593|W2025177555|W582908774,Cyb|Reg,0.0323,0.0,0.4849,0,ruido_quimera,0,obra
W2004899202|W2154683088|W67809301,Cyb|Reg,0.0323,0.0,0.4531,0,ruido_quimera,0,obra
W201578715|W2126563689|W2127617481,Cyb|Reg,0.0323,0.0,0.3731,0,ruido_quimera,0,obra
W201578715|W2126563689|W2128634656,Cyb|Reg,0.0323,0.0,0.3757,0,ruido_quimera,0,obra
W2015930340|W2072863585|W2123755784,Cyb|Reg,0.0323,0.0,0.2422,0,ruido_quimera,0,obra
W2015930340|W2086450534|W2123755784,Cyb|Reg,0.0323,0.0,0.1843,0,ruido_quimera,0,obra
W2072863585|W2085563972|W2123755784,Cyb|Reg,0.0323,0.0,0.2047,0,ruido_quimera,0,obra
W2072863585|W2123755784|W27930607,Cyb|Reg,0.0323,0.0,0.1885,0,ruido_quimera,0,obra
W2085563972|W2086450534|W2123755784,Cyb|Reg,0.0323,0.0,0.175,0,ruido_quimera,0,obra
W2086450534|W2123755784|W27930607,Cyb|Reg,0.0323,0.0,0.1152,0,ruido_quimera,0,obra
W1495961791|W2010793828|W2123755784,Cyb|Reg,0.0323,0.0,0.2406,0,ruido_quimera,0,obra
W1527571715|W2010793828|W2123755784,Cyb|Reg,0.0323,0.0,0.1934,0,ruido_quimera,0,obra
W2086450534|W4244612406|W67809301,Cyb|Reg,0.0323,0.0,0.3301,1,ruido_quimera,0,obra
W1601944394|W2010793828|W2154683088,Cyb|Reg,0.0322,0.0,0.4247,0,ruido_quimera,0,obra
W1971074578|W2123755784|W67809301,Cyb|Reg,0.0322,0.0,0.2056,0,ruido_quimera,0,obra
W1495419098|W2154683088|W67809301,Cyb|Reg,0.0319,0.0,0.3486,1,ruido_quimera,0,obra
W1968044930|W2010793828|W2154683088,Cyb|Reg,0.0315,0.0,0.4249,0,ruido_quimera,0,obra
W1970428482|W4244612406|W67809301,Cyb|Reg,0.0315,0.0,0.3603,1,ruido_quimera,0,obra
W2010793828|W2154683088|W233775549,Cyb|Reg,0.0315,0.0,0.3914,0,ruido_quimera,0,obra
W2026948646|W4244612406|W67809301,Cyb|Reg,0.0315,0.0,0.3351,1,ruido_quimera,0,obra
W2072863585|W67809301|W77672729,Cyb|Reg,0.0315,0.0,0.3948,0,ruido_quimera,0,obra
W1492856410|W1506732837|W1566172004,Cyb|Reg,0.031,0.0,0.3049,1,ruido_quimera,0,obra
W1492856410|W1506732837|W1980406593,Cyb|Reg,0.031,0.0,0.3473,1,ruido_quimera,0,obra
W1492856410|W1506732837|W2015930340,Cyb|Reg,0.031,0.0,0.3043,1,ruido_quimera,0,obra
W1492856410|W1506732837|W27930607,Cyb|Reg,0.031,0.0,0.3422,1,ruido_quimera,0,obra
W1492856410|W1506732837|W570136161,Cyb|Reg,0.031,0.0,0.3769,0,ruido_quimera,0,obra
W1492856410|W2010793828|W2970049487,Cyb|Reg,0.031,0.0,0.4249,0,ruido_quimera,0,obra
W1504129344|W1566478880|W2072863585,Cyb|Reg,0.031,0.0,0.3002,1,ruido_quimera,0,obra
W1506732837|W1527311855|W1566478880,Cyb|Reg,0.031,0.0,0.2601,0,ruido_quimera,0,obra
W1515810707|W1570538375|W1601629960,Cyb|Reg,0.031,0.0,0.4747,0,ruido_quimera,0,obra
W1520641906|W1540626093|W2080554996,Cyb|Reg,0.031,0.0,0.2915,0,ruido_quimera,0,obra
W1520641906|W1916207017|W2080554996,Cyb|Reg,0.031,0.0,0.2045,0,ruido_quimera,0,obra
W1520641906|W2011303397|W2080554996,Cyb|Reg,0.031,0.0,0.2401,0,ruido_quimera,0,obra
W1520641906|W201578715|W2080554996,Cyb|Reg,0.031,0.0,0.3219,1,ruido_quimera,0,obra
W1520641906|W2048086870|W2080554996,Cyb|Reg,0.031,0.0,0.3053,1,ruido_quimera,0,obra
W1520641906|W2080554996|W2098978150,Cyb|Reg,0.031,0.0,0.2997,1,ruido_quimera,0,obra
W1520641906|W2080554996|W2108020239,Cyb|Reg,0.031,0.0,0.1865,0,ruido_quimera,0,obra
W1527311855|W1566478880|W2489535817,Cyb|Reg,0.031,0.0,0.3196,1,ruido_quimera,0,obra
W1527571715|W1566478880|W1980406593,Cyb|Reg,0.031,0.0,0.2841,0,ruido_quimera,0,obra
W1540626093|W1983425281|W2010793828,Cyb|Reg,0.031,0.0,0.4151,0,ruido_quimera,0,obra
W1541456364|W1570538375|W1601629960,Cyb|Reg,0.031,0.0,0.2788,0,ruido_quimera,0,obra
W1541456364|W1601629960|W2082088739,Cyb|Reg,0.031,0.0,0.1428,0,ruido_quimera,0,obra
W1566172004|W1566478880|W2072863585,Cyb|Reg,0.031,0.0,0.3169,1,ruido_quimera,0,obra
W1566478880|W1965278510|W1968044930,Cyb|Reg,0.031,0.0,0.3699,0,ruido_quimera,0,obra
W1566478880|W1968044930|W1980406593,Cyb|Reg,0.031,0.0,0.3562,1,ruido_quimera,0,obra
W1566478880|W1968044930|W2313563931,Cyb|Reg,0.031,0.0,0.317,1,ruido_quimera,0,obra
W1566478880|W1968044930|W27930607,Cyb|Reg,0.031,0.0,0.3286,1,ruido_quimera,0,obra
W1566478880|W1973459906|W2037306909,Cyb|Reg,0.031,0.0,0.3923,0,ruido_quimera,0,obra
W1566478880|W2010793828|W2970049487,Cyb|Reg,0.031,0.0,0.3577,1,ruido_quimera,0,obra
W1566478880|W2015930340|W2037306909,Cyb|Reg,0.031,0.0,0.3695,0,ruido_quimera,0,obra
W1566478880|W2037306909|W2085563972,Cyb|Reg,0.031,0.0,0.3915,0,ruido_quimera,0,obra
W1566478880|W2072863585|W2101946146,Cyb|Reg,0.031,0.0,0.2988,1,ruido_quimera,0,obra
W1566478880|W2101946146|W67809301,Cyb|Reg,0.031,0.0,0.3491,1,ruido_quimera,0,obra
W1566478880|W2141951329|W67809301,Cyb|Reg,0.031,0.0,0.1979,0,ruido_quimera,0,obra
W1570538375|W1601629960|W1606540910,Cyb|Reg,0.031,0.0,0.2896,0,ruido_quimera,0,obra
W1570538375|W1601629960|W1993023795,Cyb|Reg,0.031,0.0,0.3225,1,ruido_quimera,0,obra
W1570538375|W1601629960|W2011303397,Cyb|Reg,0.031,0.0,0.3154,1,ruido_quimera,0,obra
W1570538375|W1601629960|W2164284962,Cyb|Reg,0.031,0.0,0.3179,1,ruido_quimera,0,obra
W1570538375|W1601629960|W2988934653,Cyb|Reg,0.031,0.0,0.3015,1,ruido_quimera,0,obra
W1601629960|W1606540910|W2082088739,Cyb|Reg,0.031,0.0,0.1422,0,ruido_quimera,0,obra
W1601629960|W1993023795|W2082088739,Cyb|Reg,0.031,0.0,0.2468,0,ruido_quimera,0,obra
W1601629960|W1999686839|W221732451,Cyb|Reg,0.031,0.0,0.3545,1,ruido_quimera,0,obra
W1601629960|W201578715|W221732451,Cyb|Reg,0.031,0.0,0.2972,1,ruido_quimera,0,obra
W1601629960|W2082088739|W2083449279,Cyb|Reg,0.031,0.0,0.2573,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2164284962,Cyb|Reg,0.031,0.0,0.2776,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2988934653,Cyb|Reg,0.031,0.0,0.2292,0,ruido_quimera,0,obra
W1601629960|W2101157755|W221732451,Cyb|Reg,0.031,0.0,0.3034,1,ruido_quimera,0,obra
W1965278510|W2072863585|W2123755784,Cyb|Reg,0.031,0.0,0.1786,0,ruido_quimera,0,obra
W1965278510|W2086450534|W2123755784,Cyb|Reg,0.031,0.0,0.1257,0,ruido_quimera,0,obra
W1965955375|W67809301|W90769783,Cyb|Reg,0.031,0.0,0.2513,0,ruido_quimera,0,obra
W1968459280|W2015930340|W2123755784,Cyb|Reg,0.031,0.0,0.3265,1,ruido_quimera,0,obra
W1968459280|W2123755784|W27930607,Cyb|Reg,0.031,0.0,0.2189,0,ruido_quimera,0,obra
W1973459906|W2072863585|W2123755784,Cyb|Reg,0.031,0.0,0.2183,0,ruido_quimera,0,obra
W1973459906|W2086450534|W2123755784,Cyb|Reg,0.031,0.0,0.205,0,ruido_quimera,0,obra
W1980406593|W2072863585|W2123755784,Cyb|Reg,0.031,0.0,0.2447,0,ruido_quimera,0,obra
W1980406593|W2086450534|W2123755784,Cyb|Reg,0.031,0.0,0.1415,0,ruido_quimera,0,obra
W1983425281|W2015930340|W2123755784,Cyb|Reg,0.031,0.0,0.2423,0,ruido_quimera,0,obra
W1983425281|W2085563972|W2123755784,Cyb|Reg,0.031,0.0,0.1951,0,ruido_quimera,0,obra
W1983425281|W2123755784|W27930607,Cyb|Reg,0.031,0.0,0.1329,0,ruido_quimera,0,obra
W2003934805|W2072863585|W2123755784,Cyb|Reg,0.031,0.0,0.2079,0,ruido_quimera,0,obra
