key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract,doi,keywords,notes
R011,Embedded Autonomy: States and Industrial Transformation,Evans,,,,,,1995,,https://openalex.org/https://openalex.org/W2912536286,,,eixo: Política industrial; papel: obra-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Política industrial · papel: obra-semente, ponte a construir · razão: ponte a construir=top-25 de bridge_priority (score=0.2448)"
R012,Increasing Returns and Path Dependence in the Economy,W. Brian Arthur,,,,,,1994,,https://openalex.org/W2009202666,,10.3998/mpub.10029,eixo: Economia da complexidade; papel: complexidade (4º eixo); papel: complexidade · retornos crescentes / dependência de trajetória; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Economia da complexidade · papel: complexidade (4º eixo), complexidade · retornos crescentes / dependência de trajetória, ponte a construir · razão: ponte a construir=top-25 de bridge_priority (score=0.4592)"
R013,"Competing Technologies, Increasing Returns, and Lock-In by Historical Events",W. Brian Arthur,,,,,,1989,,https://openalex.org/W2129261459,"This paper examines the dynamics of allocation under increasing returns within a model where agents choose between technologies competing for adoption and where each technology improves as it gains in adoption. It shows that the economy, over time, can become locked-in, by ""random"" historical events, to a technological path that is not necessarily efficient, not possible to predict from usual knowledge of supply and demand functions, and not easy to change by standard tax or subsidy policies. Rational expectations about future agents' technology choices can exacerbate this lock-in tendency. It discusses the implications for economic history, policy, and forecasting. Copyright 1989 by Royal Economic Society.",10.2307/2234208,eixo: Economia da complexidade; papel: complexidade (4º eixo); papel: complexidade · retornos crescentes / dependência de trajetória; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Economia da complexidade · papel: complexidade (4º eixo), complexidade · retornos crescentes / dependência de trajetória, ponte a construir · razão: ponte a construir=top-25 de bridge_priority (score=0.4672)"
R014,Diagnosing the System for Organizations,Beer,,,,,,1985,,https://openalex.org/W2154683088,"Beer is undoubtedly among the world s most provocative, creative, and profound thinkers on the subject of management, and he records his thinking with a flair that is unmatched. His writing is as much art as it is science. He is the most viable system I know. Dr Russell L Ackoff, The Institute for Interactive Management, Pennsylvania, USA. If anyone can make it [Operations Research] understandably readable and positively interesting it is Stafford Beer everyone in management ..should be grateful to him for using clear and at times elegant English and even elegant diagrams. The Economist In Brain of the Firm and The Heart of Enterprise Stafford Beer worked out the scientific laws that govern any viable system. They constitute the basis for this book which is concerned solely with the application of those laws to the understanding of any particular enterprise. In the form of a Handbook or Manager s Guide, Diagnosing the System deals with the fundamental problem of management how to cope with complexity itself. It shows you how to design (or redesign) an enterprise in conformity with the laws of viability, and will help you to diagnose faults in your organizational structure.",,eixo: Cibernética; eixo: Instrumentos de governo; eixo: Política industrial; papel: bela adormecida; papel: cibernética organizacional; papel: higher_order_bridge; papel: obra de autor-ponte; papel: obra-ponte; papel: obra-semente; papel: ponte a construir; papel: rajada de citação,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética, Instrumentos de governo, Política industrial · papel: bela adormecida, cibernética organizacional, higher_order_bridge, obra de autor-ponte, obra-ponte, obra-semente, ponte a construir, rajada de citação · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 68 (XGI); obra de autor-ponte=autor John R. Beaumont — cross_axis_score=0.870; ponte a construir=top-25 de bridge_priority (score=0.3148)"
R015,"The Viable System Model: Its Provenance, Development, Methodology and Pathology",Stafford Beer,Journal of the Operational Research Society,,,,,1984,,https://openalex.org/W2025177555,"It took the author 30 years to develop the Viable System Model, which sets out to explain how systems are viable-that is, capable of independent existence. He wanted to elucidate the laws of viability in order to facilitate the management task, and did so in a stream of papers and two (of his seven) books. Much misunderstanding about the V.S.M. and its use seems to exist; especially its methodological foundations have been largely forgotten, while its major results have hardly been noted. This paper reflects on the history, nature and present status of the V.S.M., without seeking once again to expound the model in detail or to demonstrate its validity. It does, however, provide a synopsis, present the methodology and confront some highly contentious issues about both the managerial and scientific paradigms.",10.1057/jors.1984.2,eixo: Cibernética; papel: bela adormecida; papel: cibernética organizacional; papel: higher_order_bridge; papel: mais citada; papel: obra de autor-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética · papel: bela adormecida, cibernética organizacional, higher_order_bridge, mais citada, obra de autor-semente, ponte a construir · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 36 (XGI); ponte a construir=top-25 de bridge_priority (score=0.2725)"
R016,The Tools of Government,Hood,,,,,,1983,,https://openalex.org/W1601629960,"Important shifts are taking place in the nature of public policy-making and government at both the central and local level. Increasing financial pressures, the struggle to maintain public services, the emergence of new areas of concern, such as employment and economic development, and increasing partisanship in local politics, are all creating new strains but at the same time opening up new possibilities.",10.1007/978-1-349-17169-9,eixo: Cibernética; eixo: Instrumentos de governo; eixo: Política industrial; papel: bela adormecida; papel: cibernética organizacional; papel: higher_order_bridge; papel: obra-ponte; papel: obra-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética, Instrumentos de governo, Política industrial · papel: bela adormecida, cibernética organizacional, higher_order_bridge, obra-ponte, obra-semente, ponte a construir · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 152 (XGI); ponte a construir=top-25 de bridge_priority (score=0.6507)"
R017,An Evolutionary Theory of Economic Change.,Brian J. Loasby and Richard R. Nelson and Sidney G. Winter,,,,,,1983,,https://openalex.org/W2137358449,"Journal Article An Evolutionary Theory of Economic Change Get access An Evolutionary Theory of Economic Change. By Richard R. Nelson and Sidney G. Winter. (Cambridge, Massachusetts & London: Harvard University Press, 1982. Pp. xi +437. £17.50.) Brian J. Loasby Brian J. Loasby University of Stirling Search for other works by this author on: Oxford Academic Google Scholar The Economic Journal, Volume 93, Issue 371, 1 September 1983, Pages 652–654, https://doi.org/10.2307/2232409 Published: 01 September 1983",10.2307/2232409,eixo: Economia da complexidade; papel: complexidade (4º eixo); papel: complexidade · economia evolucionária; papel: higher_order_bridge; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Economia da complexidade · papel: complexidade (4º eixo), complexidade · economia evolucionária, higher_order_bridge, ponte a construir · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 42 (XGI); ponte a construir=top-25 de bridge_priority (score=0.5054)"
R018,Autopoiesis and Cognition: The Realization of the Living,Humberto R. Maturana and Francisco J. Varela and Stafford Bee,Medical Entomology and Zoology,,,,,1980,,https://openalex.org/https://openalex.org/W1916207017,"Editorial Preface General Table Of Contents Foreword Introduction (by Professor Maturana) Biology Of Cognition Dedication Table of Contents I. Introduction II. The Problem III. Cognitive Function in General A. The Observer B. The Living System C. Evolution D. The Cognitive Process IV. Cognitive Function in Particular A. Nerve Cells B. Architecture C. Function D. Representation E. Description F. Thinking G. Natural Language H. Memory and Learning I. The Observer V. Problems in the Neurophysiology of Cognition VI. Conclusions VII. Post Scriptum Autopoiesis: The Organization Of The Living Preface (by Sir Stafford Beer) Introduction I. On Machines, living and Otherwise 1. Machines 2. Living Machines II. Dispensability of Teleonomy 1. Purposelessness 2. Individuality III. Embodiments of Autopoiesis 1. Descriptive and Causal Notions 2. Molecular Embodiments 3. Origin IV. Diversity of Autopoiesis 1. Subordination to the Condition of Unity 2. Plasticity of Ontogeny 3. Reproduction, a Complication of the Unity 4. Evolution, a Historical Network 5. Second and Third Order Autopoietic Systems V. Presence of Autopoiesis 1. Biological Implications 2. Epistemological Implications 3. Cognitive Implications Appendix: The Nervous System Glossary Bibliography Index Of Names",,eixo: Cibernética; eixo: Política industrial; papel: bela adormecida; papel: cibernética (geral); papel: higher_order_bridge; papel: mais citada; papel: obra de autor-semente; papel: obra-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética, Política industrial · papel: bela adormecida, cibernética (geral), higher_order_bridge, mais citada, obra de autor-semente, obra-semente, ponte a construir · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 21 (XGI); ponte a construir=top-25 de bridge_priority (score=0.3277)"
R019,The Heart of Enterprise,Stafford Beer,,,,,,1980,,https://openalex.org/W1566478880,"Beer is undoubtedly among the world's most provocative, creative, and profound thinkers on the subject of management, and he records his thinking with a flair that is unmatched. His writing is as much art as it is science. He is the most viable system know. Dr Russell L Ackoff, The Institute for Interactive Management, Pennsylvania, USA. If.anyone can make it [Operations Research] understandably readable and positively interesting it is Stafford Beer.everyone in management. should be grateful to him for using clear and at times elegant English and . even elegant diagrams. The Economist This is the companion volume to Brain of the Firm and addresses the nature of viable systems, those capable of surviving. It does not use the neurophysiological basis elucidated in brain, but develops the same theory from first principles. This book declares that every enterprise is a system, and in particular must be a viable system. Viability is not just a matter of economic solvency; we need laws that govern the capacity of any enterprise to maintain independent existence. The Heart of Enterprise is full of examples (actual, author-generated examples) taken from management practice. I consistently find that Stafford Beer provides the most useful analytical framework for understanding and managing an enterprise--public or private. Heart of The Enterprise offers a demanding but rewarding exposition of his approach and applications. Sir Douglas Hague. CBE",10.1057/jors.1980.155,eixo: Cibernética; eixo: Instrumentos de governo; eixo: Política industrial; papel: bela adormecida; papel: cibernética organizacional; papel: higher_order_bridge; papel: obra-ponte; papel: obra-semente; papel: ponte a construir; papel: rajada de citação,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética, Instrumentos de governo, Política industrial · papel: bela adormecida, cibernética organizacional, higher_order_bridge, obra-ponte, obra-semente, ponte a construir, rajada de citação · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 100 (XGI); ponte a construir=top-25 de bridge_priority (score=0.582)"
R020,Brain of the Firm: The Managerial Cybernetics of Organization,William L. Casey and Stafford Beer,,,,,,1974,,https://openalex.org/W2048086870,"Beer is undoubtedly among the world's most provocative, creative, and profound thinkers on the subject of management, and he records his thinking with a flair that is unmatched. His writing is as much art as it is science. He is the most viable system I know. Dr Russell L Ackoff, The Institute for Interactive Management, Pennsylvania, USA. If . anyone can make it [Operations Research] understandably readable and positively interesting it is Stafford Beer . everyone in management . should be grateful to him for using clear and at times elegant English and . even elegant diagrams. The Economist This is the second edition of a book which has already become a management 'standard' both in universities and on the bookshelves of managers and their advisers. Brain of the Firm develops an account of the firm based upon insights derived from the study of the human nervous system, and is a basic text from the author's theory of viable systems. Despite the neurophysiology, the book is written for managers to understand. The companion volume to this book is The Heart of Enterprise, which is intended to support and complement this text. Beer's works represent required reading for everyone who believes that a capacity for rigorous thinking is an essential attribute of today's successful managers and administrators. Brain of the Firm shows a first-rate intellect at work and provides concepts, models and inspiration for both practitioners and teachers. Sir Douglas Hague, CBE",10.2307/3102789,eixo: Cibernética; eixo: Instrumentos de governo; eixo: Política industrial; papel: bela adormecida; papel: cibernética organizacional; papel: higher_order_bridge; papel: obra de autor-semente; papel: obra-ponte; papel: obra-semente; papel: ponte a construir; papel: rajada de citação,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética, Instrumentos de governo, Política industrial · papel: bela adormecida, cibernética organizacional, higher_order_bridge, obra de autor-semente, obra-ponte, obra-semente, ponte a construir, rajada de citação · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 82 (XGI); ponte a construir=top-25 de bridge_priority (score=0.6333)"
R021,Wholes and Parts,Lange & Boulding,,,,,,1966,,https://openalex.org/https://openalex.org/W2063282131,,,eixo: Política industrial; papel: obra-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Política industrial · papel: obra-semente, ponte a construir · razão: ponte a construir=top-25 de bridge_priority (score=0.3132)"
R022,An Introduction to Cybernetics,J. H. Clark and W. Ross Ashby,,,,,,1957,,https://openalex.org/W2111030512,"Many workers in the biological sciencesphysiologists, psycholo- gists, sociologistsare interested in cybernetics and would like to apply its methods and techniques to their own speciality. Many have, however, been prevented from taking up the subject by an impression that its use must be preceded by a long study of elec- tronics and advanced pure mathematics; for they have formed the impression that cybernetics and these subjects are inseparable.",10.2307/3006723,eixo: Cibernética; eixo: Instrumentos de governo; eixo: Política industrial; papel: bela adormecida; papel: cibernética (geral); papel: higher_order_bridge; papel: obra de autor-semente; papel: obra-ponte; papel: ponte a construir; papel: rajada de citação,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Cibernética, Instrumentos de governo, Política industrial · papel: bela adormecida, cibernética (geral), higher_order_bridge, obra de autor-semente, obra-ponte, ponte a construir, rajada de citação · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 71 (XGI); ponte a construir=top-25 de bridge_priority (score=0.6187)"
R023,Cybernetics or Control and Communication in the Animal and the Machine,Wiener,,,,,,1948,,https://openalex.org/https://openalex.org/W1527571715,,,eixo: Política industrial; papel: higher_order_bridge; papel: obra-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Política industrial · papel: higher_order_bridge, obra-semente, ponte a construir · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 23 (XGI); ponte a construir=top-25 de bridge_priority (score=0.3304)"
R024,On the Economic Theory of Socialism,Lange,,,,,,1938,,https://openalex.org/https://openalex.org/W3130930004,,,eixo: Política industrial; papel: higher_order_bridge; papel: obra de autor-ponte; papel: obra-semente; papel: ponte a construir,"Síntese cienciométrica IPEA · fonte: núcleo global · eixos: Política industrial · papel: higher_order_bridge, obra de autor-ponte, obra-semente, ponte a construir · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 65 (XGI); obra de autor-ponte=autor Fred M. Taylor — cross_axis_score=0.631; ponte a construir=top-25 de bridge_priority (score=0.2358)"
R025,"Systems Thinking, Systems Practice",Checkland,,,,,,1981,,https://openalex.org/W1492856410,"Whether by design, accident or merely synchronicity, Checkland appears to have developed a habit of writing seminal publications near the start of each decade which establish the basis and framework for systems methodology research for that decade.ii Hamish Rennie, Journal of the Operational Research Society, 1992 Thirty years ago Peter Checkland set out to test whether the Systems Engineering (SE) approach, highly successful in technical problems, could be used by managers coping with the unfolding complexities of organizational life. The straightforward transfer of SE to the broader situations of management was not possible, but by insisting on a combination of systems thinking strongly linked to real-world practice Checkland and his collaborators developed an alternative approach - Soft Systems Methodology (SSM) - which enables managers of all kinds and at any level to deal with the subtleties and confusions of the situations they face. This work established the now accepted distinction between hard systems thinking, in which parts of the world are taken to be systems which can be engineered, and soft systems thinking in which the focus is on making sure the process of inquiry into real-world complexity is itself a system for learning. Systems Thinking, Systems Practice (1981) and Soft Systems Methodology in Action (1990) together with an earlier paper Towards a Systems-based Methodology for Real-World Problem Solving (1972) have long been recognized as classics in the field. Now Peter Checkland has looked back over the three decades of SSM development, brought the account of it up to date, and reflected on the whole evolutionary process which has produced a mature SSM. SSM: A 30-Year Retrospective, here included with Systems Thinking, Systems Practice closes a chapter on what is undoubtedly the most significant single research programme on the use of systems ideas in problem solving. Now retired from full-time university work, Peter Checkland continues his research as a Leverhulme Emeritus Fellow.",,papel: higher_order_bridge; papel: ponte a construir; papel: rajada de citação,"Síntese cienciométrica IPEA · fonte: núcleo global · papel: higher_order_bridge, ponte a construir, rajada de citação · razão: higher_order_bridge=top-40 em hiperarestas trans-eixo: 55 (XGI); ponte a construir=top-25 de bridge_priority (score=0.3726)"
