membros,x_latente,y_integracao_kf,semantico,na_faixa,quadrante
W1566478880|W2062663664|W2154683088,0.0736,0.1465,0.3948,0,ruido_quimera
W2062663664|W2111030512|W2154683088,0.0102,0.1463,0.2221,1,fechamento_trivial
W2062663664|W2111030512|W2123755784,0.0747,0.1463,0.1612,0,ruido_quimera
W2123755784|W4285719527|W4388120068,0.0586,0.1463,0.0457,0,ruido_quimera
W1561018600|W3124879925|W4285719527,0.0563,0.1462,0.2309,1,fechamento_trivial
W1566478880|W2062663664|W2111030512,0.1046,0.1462,0.2133,0,ruido_quimera
W2048086870|W4285719527|W4388120068,0.0552,0.1462,0.208,0,ruido_quimera
W1601629960|W172274565|W4206762723,0.0103,0.1461,0.3076,1,fechamento_trivial
W2111030512|W4285719527|W4388120068,0.0586,0.146,0.0624,0,ruido_quimera
W1566478880|W4285719527|W4388120068,0.0782,0.1459,0.2741,1,agenda_pesquisa
W1492856410|W2062663664|W4285719527,0.0552,0.1457,0.0798,0,ruido_quimera
W1489741075|W4206762723|W4285719527,0.0506,0.1455,0.0,0,ruido_quimera
W2062663664|W2123755784|W4285719527,0.0609,0.1453,0.0862,0,ruido_quimera
W3124879925|W4285719527|W4388120068,0.0552,0.1453,0.3649,0,ruido_quimera
W1598833883|W2126563689|W4285719527,0.0517,0.1453,0.1784,0,ruido_quimera
W2048086870|W2062663664|W4285719527,0.0163,0.145,0.1501,0,ruido_quimera
W1566478880|W2062663664|W4285719527,0.0805,0.1449,0.1717,0,ruido_quimera
W2062663664|W2111030512|W4285719527,0.0163,0.1448,0.2237,1,fechamento_trivial
W2107431528|W2126563689|W4285719527,0.0506,0.1446,0.159,0,ruido_quimera
W1520641906|W1601629960|W2107431528,0.0736,0.1445,0.4013,0,ruido_quimera
W1492856410|W1535803599|W2026948646,0.0678,0.1438,0.3502,0,ruido_quimera
W1535803599|W1566478880|W4244612406,0.0517,0.1435,0.3208,0,ruido_quimera
W1535803599|W2111030512|W4244612406,0.0609,0.1434,0.2158,1,agenda_pesquisa
W1535803599|W1566478880|W4205188686,0.0529,0.1433,0.2626,1,fechamento_trivial
W1489741075|W2126563689|W4285719527,0.0529,0.1433,0.0287,0,ruido_quimera
W1520641906|W1596169349|W1601629960,0.0736,0.1432,0.3278,0,ruido_quimera
W1535803599|W1566478880|W2025177555,0.0586,0.1432,0.3293,0,ruido_quimera
W1535803599|W2025177555|W2123755784,0.0494,0.1432,0.1758,0,ruido_quimera
W1598833883|W1601629960|W4285719527,0.069,0.143,0.1931,0,ruido_quimera
W1535803599|W2025177555|W2111030512,0.0494,0.143,0.2008,0,ruido_quimera
W1535803599|W1566478880|W52678905,0.1103,0.1429,0.2635,1,agenda_pesquisa
W1492856410|W1535803599|W2154683088,0.0816,0.1429,0.2756,1,agenda_pesquisa
W1601629960|W2107431528|W4206762723,0.0678,0.1429,0.267,1,agenda_pesquisa
W1535803599|W2123755784|W52678905,0.0644,0.1429,0.1539,0,ruido_quimera
W1492856410|W1535803599|W1566478880,0.0943,0.1428,0.291,1,agenda_pesquisa
W1492856410|W1535803599|W2123755784,0.0759,0.1428,0.1597,0,ruido_quimera
W1535803599|W2111030512|W52678905,0.0701,0.1428,0.1529,0,ruido_quimera
W1492856410|W1535803599|W2111030512,0.0517,0.1427,0.2022,0,ruido_quimera
W2062663664|W3124879925|W4285719527,0.0268,0.1422,0.0305,0,ruido_quimera
W1601629960|W2107431528|W4285719527,0.0103,0.1421,0.267,1,fechamento_trivial
W266848492|W4206762723|W4285719527,0.0506,0.1419,0.0,0,ruido_quimera
W1601629960|W2107431528|W2126563689,0.0782,0.1417,0.3191,0,ruido_quimera
W1596169349|W1601629960|W4206762723,0.0678,0.1415,0.3636,0,ruido_quimera
W1596169349|W1601629960|W2126563689,0.0782,0.1403,0.3911,0,ruido_quimera
W2126563689|W266848492|W4285719527,0.0529,0.1398,0.0974,0,ruido_quimera
W2002050008|W2111030512|W2325487953,0.0483,0.1393,0.3123,1,fechamento_trivial
W1492856410|W2107431528|W4285719527,0.0517,0.139,0.1109,0,ruido_quimera
W2107431528|W2154683088|W4285719527,0.054,0.1388,0.239,1,fechamento_trivial
W2107431528|W2123755784|W4285719527,0.0575,0.1385,0.1146,0,ruido_quimera
W1990513740|W4206762723|W4285719527,0.0136,0.1385,0.0,0,ruido_quimera
W2039191423|W4206762723|W4285719527,0.0494,0.1384,0.0,0,ruido_quimera
W2048086870|W2107431528|W4285719527,0.054,0.1383,0.2481,1,fechamento_trivial
W2107431528|W2111030512|W4285719527,0.0575,0.1382,0.1286,0,ruido_quimera
W1566478880|W2107431528|W4285719527,0.077,0.1381,0.2806,1,agenda_pesquisa
W1601629960|W266848492|W4285719527,0.0701,0.1375,0.2593,1,agenda_pesquisa
W2107431528|W2120106358|W3124879925,0.054,0.1368,0.2835,1,fechamento_trivial
W1990513740|W2126563689|W4285719527,0.0136,0.1365,0.25,1,fechamento_trivial
W2039191423|W2126563689|W4285719527,0.0517,0.1364,0.3552,0,ruido_quimera
W2025177555|W2108767715|W52678905,0.0483,0.1357,0.2865,1,fechamento_trivial
W2108767715|W2111030512|W4244612406,0.0598,0.1357,0.2068,0,ruido_quimera
W2108767715|W4244612406|W52678905,0.0103,0.1356,0.3846,0,ruido_quimera
W1566478880|W2108767715|W4244612406,0.0517,0.1355,0.3644,0,ruido_quimera
W1489741075|W1492856410|W4285719527,0.054,0.1354,0.1698,0,ruido_quimera
W1550684686|W1566478880|W4244612406,0.0517,0.1354,0.3499,0,ruido_quimera
W1550684686|W1566478880|W4205188686,0.0529,0.1353,0.2615,1,fechamento_trivial
W2108767715|W2123755784|W52678905,0.0632,0.1352,0.1962,0,ruido_quimera
W1550684686|W1566478880|W2025177555,0.0586,0.1352,0.3283,0,ruido_quimera
W1489741075|W2154683088|W4285719527,0.0563,0.1352,0.3977,0,ruido_quimera
W2108767715|W2111030512|W52678905,0.069,0.1351,0.1347,0,ruido_quimera
W1566478880|W2108767715|W52678905,0.1103,0.135,0.2979,1,agenda_pesquisa
W1601629960|W1990513740|W4285719527,0.069,0.135,0.254,1,agenda_pesquisa
W2002050008|W2111030512|W4244612406,0.0598,0.135,0.2267,1,agenda_pesquisa
W1566478880|W2002050008|W4244612406,0.0517,0.135,0.3631,0,ruido_quimera
W1489741075|W2123755784|W4285719527,0.0598,0.1349,0.2596,1,agenda_pesquisa
W1566478880|W2002050008|W4205188686,0.0529,0.1349,0.2773,1,fechamento_trivial
W1550684686|W1566478880|W52678905,0.1103,0.1349,0.319,0,ruido_quimera
W1492856410|W1550684686|W1566478880,0.0943,0.1348,0.2959,1,agenda_pesquisa
W2048086870|W2108767715|W2111030512,0.0563,0.1348,0.1904,0,ruido_quimera
W2002050008|W2025177555|W2123755784,0.0483,0.1348,0.2022,0,ruido_quimera
W1550684686|W1566478880|W2154683088,0.0736,0.1347,0.4541,0,ruido_quimera
W1566478880|W2002050008|W2025177555,0.0586,0.1347,0.3541,0,ruido_quimera
W1489741075|W2048086870|W4285719527,0.0563,0.1347,0.3897,0,ruido_quimera
W1550684686|W1566478880|W2123755784,0.1494,0.1346,0.2938,1,agenda_pesquisa
W1489741075|W1566478880|W4285719527,0.0793,0.1346,0.4303,0,ruido_quimera
W1492856410|W2002050008|W2123755784,0.0747,0.1346,0.169,0,ruido_quimera
W1489741075|W2111030512|W4285719527,0.0598,0.1346,0.1788,0,ruido_quimera
W2002050008|W2025177555|W2111030512,0.0483,0.1346,0.1942,0,ruido_quimera
W2002050008|W2123755784|W52678905,0.0632,0.1345,0.2081,0,ruido_quimera
W1977825494|W4206762723|W4285719527,0.0483,0.1345,0.0,0,ruido_quimera
W2002050008|W2123755784|W2154683088,0.1057,0.1344,0.2768,1,agenda_pesquisa
W1492856410|W1566478880|W2002050008,0.0943,0.1344,0.2987,1,agenda_pesquisa
W1550684686|W1566478880|W2111030512,0.1046,0.1344,0.211,0,ruido_quimera
W1492856410|W2002050008|W2111030512,0.0506,0.1344,0.1785,0,ruido_quimera
W1566478880|W2002050008|W52678905,0.1103,0.1343,0.3161,1,agenda_pesquisa
W1566478880|W2002050008|W2154683088,0.0736,0.1343,0.4886,0,ruido_quimera
W2002050008|W2111030512|W52678905,0.069,0.1343,0.1741,0,ruido_quimera
W2002050008|W2111030512|W2154683088,0.0494,0.1342,0.2098,0,ruido_quimera
W1566478880|W2002050008|W2123755784,0.0103,0.134,0.3505,0,ruido_quimera
W2002050008|W2111030512|W2123755784,0.0103,0.134,0.1585,0,ruido_quimera
W1492856410|W1598833883|W4285719527,0.0529,0.1337,0.1274,0,ruido_quimera
W1598833883|W2154683088|W4285719527,0.0552,0.1336,0.2277,1,fechamento_trivial
W2002050008|W2048086870|W2111030512,0.0102,0.1336,0.2267,1,fechamento_trivial
W1598833883|W2048086870|W4285719527,0.0552,0.1333,0.2108,0,ruido_quimera
W1513281941|W1520641906|W1601629960,0.0736,0.133,0.287,1,agenda_pesquisa
W1598833883|W2111030512|W4285719527,0.0586,0.133,0.3117,1,fechamento_trivial
W1513281941|W4206762723|W4285719527,0.0483,0.133,0.0,0,ruido_quimera
W1981733426|W2048086870|W4285719527,0.054,0.1327,0.1644,0,ruido_quimera
W1492856410|W1550684686|W4285719527,0.0563,0.1322,0.2216,1,fechamento_trivial
W1977825494|W2126563689|W4285719527,0.0517,0.1322,0.1678,0,ruido_quimera
W1550684686|W2154683088|W4285719527,0.0586,0.1321,0.2647,1,fechamento_trivial
W1550684686|W2123755784|W4285719527,0.0621,0.1318,0.1318,0,ruido_quimera
W1550684686|W2048086870|W4285719527,0.0586,0.1318,0.2058,0,ruido_quimera
W1492856410|W347706241|W4285719527,0.0563,0.1316,0.1887,0,ruido_quimera
W2154683088|W347706241|W4285719527,0.0586,0.1315,0.2603,1,fechamento_trivial
W1550684686|W2111030512|W4285719527,0.0621,0.1315,0.1224,0,ruido_quimera
W1601629960|W1977825494|W4206762723,0.0678,0.1314,0.2511,1,agenda_pesquisa
W1550684686|W1566478880|W4285719527,0.017,0.1314,0.266,1,fechamento_trivial
W2123755784|W347706241|W4285719527,0.0621,0.1312,0.0806,0,ruido_quimera
W2048086870|W347706241|W4285719527,0.0586,0.1312,0.1525,0,ruido_quimera
W1550684686|W3124879925|W4285719527,0.0586,0.131,0.1442,0,ruido_quimera
W1566478880|W347706241|W4285719527,0.0816,0.1309,0.2031,0,ruido_quimera
W2111030512|W347706241|W4285719527,0.0621,0.1309,0.0256,0,ruido_quimera
W1513281941|W2126563689|W4285719527,0.0506,0.1309,0.0606,0,ruido_quimera
W1513281941|W1601629960|W4206762723,0.0103,0.1309,0.2109,0,ruido_quimera
W1601629960|W1977825494|W2126563689,0.0793,0.1301,0.3167,1,agenda_pesquisa
W3124879925|W347706241|W4285719527,0.0586,0.13,0.3064,1,fechamento_trivial
W1513281941|W1601629960|W2126563689,0.0103,0.1299,0.2676,1,fechamento_trivial
W1492856410|W266848492|W4285719527,0.054,0.129,0.1507,0,ruido_quimera
W2154683088|W266848492|W4285719527,0.0563,0.1288,0.2297,1,fechamento_trivial
W1513281941|W1601629960|W4285719527,0.0678,0.1288,0.2109,0,ruido_quimera
W1520641906|W1601629960|W3125342930,0.0736,0.1286,0.4566,0,ruido_quimera
W2123755784|W266848492|W4285719527,0.0598,0.1285,0.2309,1,agenda_pesquisa
W1495886451|W1520641906|W1601629960,0.0736,0.1283,0.3018,1,agenda_pesquisa
W2048086870|W266848492|W4285719527,0.0563,0.1283,0.2806,1,fechamento_trivial
W1513281941|W2111030512|W2325487953,0.0483,0.1283,0.2795,1,fechamento_trivial
W2111030512|W266848492|W4285719527,0.0598,0.1283,0.2061,0,ruido_quimera
W1566478880|W266848492|W4285719527,0.0793,0.1282,0.2859,1,agenda_pesquisa
W2126563689|W3125342930|W4285719527,0.0506,0.1277,0.0,0,ruido_quimera
W1601629960|W3125342930|W4206762723,0.0678,0.127,0.0,0,ruido_quimera
W1601629960|W2143943407|W4206762723,0.0678,0.1268,0.3666,0,ruido_quimera
W1495886451|W1601629960|W4206762723,0.0678,0.1266,0.2393,1,agenda_pesquisa
W1566478880|W2026948646|W2101946146,0.0494,0.1266,0.2761,1,fechamento_trivial
W2101946146|W2111030512|W4244612406,0.0598,0.1265,0.2162,1,agenda_pesquisa
W2025177555|W2101946146|W2123755784,0.0483,0.1265,0.283,1,fechamento_trivial
W2025177555|W2101946146|W2111030512,0.0483,0.1264,0.23,1,fechamento_trivial
W2101946146|W4244612406|W52678905,0.0103,0.1264,0.3813,0,ruido_quimera
W1566478880|W2101946146|W4205188686,0.0563,0.1263,0.2887,1,fechamento_trivial
W2025177555|W2101946146|W52678905,0.0102,0.1263,0.317,0,ruido_quimera
W2101946146|W2123755784|W52678905,0.0632,0.126,0.2296,1,agenda_pesquisa
W2101946146|W2111030512|W52678905,0.069,0.126,0.1506,0,ruido_quimera
W1492856410|W1566478880|W2101946146,0.0977,0.1259,0.3331,0,ruido_quimera
W1566478880|W2101946146|W2154683088,0.077,0.1259,0.5024,0,ruido_quimera
W1601629960|W2126563689|W3125342930,0.0782,0.1258,0.5312,0,ruido_quimera
W2048086870|W2101946146|W2111030512,0.0575,0.1257,0.2222,1,fechamento_trivial
W1601629960|W2126563689|W2143943407,0.0782,0.1257,0.3984,0,ruido_quimera
W1566478880|W2101946146|W2111030512,0.108,0.1256,0.2247,1,agenda_pesquisa
W1566478880|W2101946146|W2123755784,0.1529,0.1256,0.3871,0,ruido_quimera
W1566478880|W2101946146|W52678905,0.0164,0.1255,0.3166,1,fechamento_trivial
W1495886451|W1601629960|W2126563689,0.0782,0.1254,0.2843,1,agenda_pesquisa
W1601629960|W3125342930|W4285719527,0.0103,0.1252,0.0,0,ruido_quimera
W2039191423|W2048086870|W4285719527,0.0552,0.1251,0.2924,1,fechamento_trivial
W1990513740|W2154683088|W4285719527,0.0136,0.1251,0.1995,0,ruido_quimera
W1492856410|W1990513740|W4285719527,0.0136,0.1251,0.1999,0,ruido_quimera
W1990513740|W2048086870|W4285719527,0.0136,0.125,0.1713,0,ruido_quimera
W3121405033|W4206762723|W4285719527,0.0506,0.1249,0.0,0,ruido_quimera
W1990513740|W2123755784|W4285719527,0.0136,0.1248,0.1531,0,ruido_quimera
W2063282131|W4206762723|W4285719527,0.0563,0.1245,0.0,0,ruido_quimera
W2039191423|W2154683088|W4285719527,0.0136,0.1244,0.3866,0,ruido_quimera
W1492856410|W2039191423|W4285719527,0.0136,0.1244,0.3375,0,ruido_quimera
W2039191423|W2111030512|W4285719527,0.0136,0.1242,0.4064,0,ruido_quimera
W1513281941|W2111030512|W4244612406,0.0598,0.1241,0.1993,0,ruido_quimera
W1513281941|W2025177555|W2111030512,0.0483,0.1238,0.1723,0,ruido_quimera
W1513281941|W2111030512|W52678905,0.069,0.1235,0.1706,0,ruido_quimera
W2063282131|W2126563689|W4285719527,0.0586,0.1235,0.1092,0,ruido_quimera
W1492856410|W1513281941|W2111030512,0.0506,0.1235,0.1546,0,ruido_quimera
W1513281941|W2111030512|W2154683088,0.0494,0.1234,0.1805,0,ruido_quimera
W1513281941|W2111030512|W2123755784,0.0747,0.1232,0.1446,0,ruido_quimera
W1513281941|W1566478880|W2111030512,0.1046,0.123,0.1881,0,ruido_quimera
W2126563689|W3121405033|W4285719527,0.0529,0.1227,0.1285,0,ruido_quimera
W1601629960|W2063282131|W4285719527,0.0759,0.1224,0.1662,0,ruido_quimera
W1513281941|W2048086870|W4285719527,0.054,0.122,0.2621,1,fechamento_trivial
W1513281941|W2111030512|W4285719527,0.0575,0.1219,0.0606,0,ruido_quimera
W1495886451|W2111030512|W2325487953,0.0483,0.1218,0.3776,0,ruido_quimera
W2089402107|W2111030512|W2325487953,0.0506,0.1214,0.3037,1,fechamento_trivial
W1492856410|W3125342930|W4285719527,0.0517,0.121,0.0,0,ruido_quimera
W2154683088|W3125342930|W4285719527,0.054,0.1209,0.0,0,ruido_quimera
W1513281941|W2120106358|W3124879925,0.054,0.1206,0.3168,0,ruido_quimera
W2123755784|W3125342930|W4285719527,0.0575,0.1205,0.0,0,ruido_quimera
W1601629960|W3121405033|W4285719527,0.0701,0.1204,0.2292,1,agenda_pesquisa
W2048086870|W3125342930|W4285719527,0.054,0.1203,0.0,0,ruido_quimera
W1566478880|W3125342930|W4285719527,0.077,0.1202,0.0,0,ruido_quimera
W2111030512|W3125342930|W4285719527,0.0575,0.1202,0.0,0,ruido_quimera
W1495882109|W4206762723|W4285719527,0.0494,0.1194,0.0,0,ruido_quimera
W2063282131|W2154683088|W4285719527,0.0621,0.1188,0.3559,0,ruido_quimera
W1492856410|W2063282131|W4285719527,0.0598,0.1188,0.3694,0,ruido_quimera
W2048086870|W2063282131|W4285719527,0.0621,0.1187,0.2656,1,agenda_pesquisa
W2063282131|W2123755784|W4285719527,0.0655,0.1186,0.1492,0,ruido_quimera
W1566478880|W2063282131|W4285719527,0.0851,0.1185,0.2853,1,agenda_pesquisa
W2063282131|W2111030512|W4285719527,0.0599,0.1185,0.3009,1,agenda_pesquisa
W2048086870|W2111030512|W2143943407,0.0563,0.1185,0.1973,0,ruido_quimera
W1513281941|W3124879925|W4285719527,0.0552,0.1182,0.3415,0,ruido_quimera
W2120106358|W3124879925|W3125342930,0.0529,0.1179,0.2682,1,fechamento_trivial
W1495886451|W2111030512|W4244612406,0.0598,0.1174,0.2995,1,agenda_pesquisa
W1495886451|W2025177555|W52678905,0.0483,0.1174,0.3164,1,fechamento_trivial
W1495886451|W1566478880|W4244612406,0.0517,0.1174,0.3592,0,ruido_quimera
W1495886451|W1566478880|W4205188686,0.0529,0.1173,0.2797,1,fechamento_trivial
W1495882109|W2126563689|W4285719527,0.0517,0.1172,0.0914,0,ruido_quimera
W1492856410|W1495886451|W2154683088,0.0805,0.1171,0.3038,1,agenda_pesquisa
W2082503759|W4244612406|W52678905,0.0782,0.1171,0.358,0,ruido_quimera
W1492856410|W1495886451|W2123755784,0.0747,0.117,0.2073,0,ruido_quimera
W1495886451|W2123755784|W52678905,0.0632,0.1169,0.2573,1,agenda_pesquisa
W1492856410|W1495886451|W1566478880,0.0943,0.1168,0.2797,1,agenda_pesquisa
W1492856410|W1495886451|W2111030512,0.0506,0.1168,0.2362,1,fechamento_trivial
W2025177555|W2082503759|W52678905,0.0483,0.1168,0.2947,1,fechamento_trivial
W1566478880|W2082503759|W4244612406,0.0517,0.1168,0.3241,0,ruido_quimera
W1520641906|W1550684686|W2126563689,0.0266,0.1168,0.3597,0,ruido_quimera
W1495886451|W1566478880|W52678905,0.1103,0.1167,0.3079,1,agenda_pesquisa
W1495886451|W2111030512|W52678905,0.069,0.1167,0.2427,1,agenda_pesquisa
W1566478880|W2082503759|W4205188686,0.0529,0.1166,0.2663,1,fechamento_trivial
W2025177555|W2082503759|W2123755784,0.0483,0.1166,0.2214,1,fechamento_trivial
W1492856410|W2089402107|W4205188686,0.0885,0.1165,0.3517,0,ruido_quimera
W1566478880|W2025177555|W2082503759,0.0586,0.1165,0.3624,0,ruido_quimera
W1566478880|W2089402107|W233775549,0.0483,0.1165,0.324,0,ruido_quimera
W2023509749|W4206762723|W4285719527,0.0483,0.1165,0.0,0,ruido_quimera
W1566478880|W2026948646|W2089402107,0.0494,0.1164,0.3012,1,fechamento_trivial
W1492856410|W2082503759|W2154683088,0.0805,0.1164,0.3285,0,ruido_quimera
W1492856410|W2089402107|W2154683088,0.0805,0.1164,0.3616,0,ruido_quimera
W1495886451|W2048086870|W2111030512,0.0563,0.1163,0.2856,1,fechamento_trivial
W1492856410|W2082503759|W2123755784,0.0747,0.1163,0.2013,0,ruido_quimera
W1492856410|W1566478880|W2082503759,0.0943,0.1162,0.3201,0,ruido_quimera
W1492856410|W2089402107|W2123755784,0.0747,0.1161,0.2362,1,agenda_pesquisa
W2082503759|W2111030512|W52678905,0.069,0.1161,0.2165,1,agenda_pesquisa
W2082503759|W2111030512|W2154683088,0.0494,0.116,0.2457,1,fechamento_trivial
W2082503759|W2123755784|W2154683088,0.0103,0.116,0.2624,1,fechamento_trivial
W1492856410|W2089402107|W2111030512,0.0529,0.116,0.2133,0,ruido_quimera
W2082503759|W2111030512|W2123755784,0.0747,0.1159,0.1976,0,ruido_quimera
W1566478880|W2082503759|W2154683088,0.0103,0.1159,0.4633,0,ruido_quimera
W1566478880|W2082503759|W2111030512,0.1046,0.1158,0.2614,1,agenda_pesquisa
W1566478880|W2089402107|W4205188686,0.0268,0.1158,0.3079,1,fechamento_trivial
W2048086870|W2089402107|W2111030512,0.0153,0.1158,0.2436,1,fechamento_trivial
W1492856410|W1566478880|W2089402107,0.0977,0.1158,0.3606,0,ruido_quimera
W2048086870|W2082503759|W2111030512,0.0563,0.1157,0.2721,1,fechamento_trivial
W2025177555|W2089402107|W4244612406,0.0173,0.1155,0.3987,0,ruido_quimera
W2025177555|W2089402107|W52678905,0.0169,0.1155,0.3336,0,ruido_quimera
W2089402107|W2123755784|W52678905,0.017,0.1152,0.235,1,fechamento_trivial
W1492856410|W2025579080|W4285719527,0.0517,0.1152,0.392,0,ruido_quimera
W1550684686|W1601629960|W4206762723,0.0443,0.1152,0.3592,0,ruido_quimera
W1495882109|W1601629960|W4285719527,0.069,0.1149,0.1547,0,ruido_quimera
W2025579080|W2048086870|W4285719527,0.054,0.1149,0.346,0,ruido_quimera
W2025579080|W2123755784|W4285719527,0.0575,0.1148,0.3627,0,ruido_quimera
W1566478880|W2025579080|W4285719527,0.077,0.1146,0.3866,0,ruido_quimera
W1550684686|W1601629960|W2126563689,0.0445,0.1144,0.4167,0,ruido_quimera
W2023509749|W2126563689|W4285719527,0.0506,0.1143,0.1908,0,ruido_quimera
W1515810707|W2048894562|W3130930004,0.1299,0.1137,0.5768,0,ruido_quimera
W1492856410|W3121405033|W4285719527,0.054,0.1128,0.185,0,ruido_quimera
W2154683088|W3121405033|W4285719527,0.0563,0.1127,0.2386,1,fechamento_trivial
W2123755784|W3121405033|W4285719527,0.0598,0.1124,0.1291,0,ruido_quimera
W2048086870|W3121405033|W4285719527,0.0563,0.1121,0.2226,1,fechamento_trivial
W1566478880|W3121405033|W4285719527,0.0793,0.112,0.2776,1,agenda_pesquisa
W1601629960|W2023509749|W4285719527,0.0678,0.1119,0.2447,1,agenda_pesquisa
W2111030512|W3121405033|W4285719527,0.0153,0.1118,0.1305,0,ruido_quimera
W1520641906|W1601629960|W1973459906,0.0747,0.1101,0.2487,1,agenda_pesquisa
W1515810707|W3124879925|W4285719527,0.0563,0.1075,0.1783,0,ruido_quimera
W1502659095|W4206762723|W4285719527,0.0483,0.1073,0.0,0,ruido_quimera
W1492856410|W1495882109|W4285719527,0.0529,0.1066,0.2552,1,fechamento_trivial
W1495882109|W2154683088|W4285719527,0.0552,0.1064,0.3723,0,ruido_quimera
W1495882109|W2123755784|W4285719527,0.0586,0.1061,0.2947,1,fechamento_trivial
W1495882109|W2048086870|W4285719527,0.0552,0.106,0.4365,0,ruido_quimera
W1495882109|W2111030512|W4285719527,0.0586,0.1058,0.1336,0,ruido_quimera
W1495882109|W1566478880|W4285719527,0.0782,0.1057,0.4369,0,ruido_quimera
W158727920|W3124879925|W4285719527,0.0163,0.1053,0.1091,0,ruido_quimera
W1502659095|W2126563689|W4285719527,0.0506,0.1051,0.1043,0,ruido_quimera
W1492856410|W2023509749|W4285719527,0.0517,0.1041,0.1524,0,ruido_quimera
W2023509749|W2154683088|W4285719527,0.054,0.104,0.1952,0,ruido_quimera
W2023509749|W2123755784|W4285719527,0.0575,0.1037,0.1629,0,ruido_quimera
W4206762723|W4230710385|W4285719527,0.054,0.1035,0.0,0,ruido_quimera
W2023509749|W2111030512|W4285719527,0.0575,0.1034,0.1899,0,ruido_quimera
W1566478880|W2023509749|W4285719527,0.077,0.1033,0.2596,1,agenda_pesquisa
W2023509749|W2048086870|W4285719527,0.054,0.1033,0.171,0,ruido_quimera
W1502659095|W1601629960|W4285719527,0.0678,0.1028,0.2209,1,agenda_pesquisa
W2126563689|W4230710385|W4285719527,0.0563,0.1024,0.2831,1,fechamento_trivial
W1601629960|W4230710385|W4285719527,0.0736,0.1014,0.1804,0,ruido_quimera
W1492856410|W1973459906|W90769783,0.0483,0.1003,0.3143,1,fechamento_trivial
W1492856410|W1970428482|W1973459906,0.0529,0.1002,0.3457,0,ruido_quimera
W1492856410|W1973459906|W2026948646,0.069,0.0998,0.3951,0,ruido_quimera
W1973459906|W2025177555|W52678905,0.0483,0.0994,0.3606,0,ruido_quimera
W1566478880|W1973459906|W2026948646,0.0483,0.0993,0.2701,1,fechamento_trivial
W1566478880|W1973459906|W4244612406,0.054,0.0993,0.4154,0,ruido_quimera
W1973459906|W2025177555|W2111030512,0.0483,0.0991,0.308,1,fechamento_trivial
W1973459906|W2025177555|W2123755784,0.0102,0.0991,0.2827,1,fechamento_trivial
W1492856410|W1973459906|W2154683088,0.0816,0.099,0.3798,0,ruido_quimera
W1973459906|W2123755784|W52678905,0.0632,0.0989,0.2867,1,agenda_pesquisa
W1492856410|W1973459906|W2111030512,0.0517,0.0988,0.2856,1,fechamento_trivial
W1973459906|W2123755784|W2154683088,0.1057,0.0988,0.354,0,ruido_quimera
W1492856410|W1973459906|W2123755784,0.0137,0.0987,0.2427,1,fechamento_trivial
W1973459906|W2111030512|W2123755784,0.0747,0.0986,0.2624,1,agenda_pesquisa
W1566478880|W1973459906|W52678905,0.1126,0.0986,0.3596,0,ruido_quimera
W1566478880|W1973459906|W2154683088,0.0759,0.0986,0.5307,0,ruido_quimera
W2118243939|W4206762723|W4285719527,0.0506,0.0985,0.0,0,ruido_quimera
W1566478880|W1973459906|W2111030512,0.1069,0.0983,0.302,1,agenda_pesquisa
W2154683088|W4230710385|W4285719527,0.0598,0.0977,0.2883,1,agenda_pesquisa
W1492856410|W4230710385|W4285719527,0.0575,0.0977,0.2619,1,fechamento_trivial
W2048086870|W4230710385|W4285719527,0.0598,0.0977,0.3228,0,ruido_quimera
W2123755784|W4230710385|W4285719527,0.0632,0.0976,0.1119,0,ruido_quimera
W1566478880|W4230710385|W4285719527,0.0828,0.0974,0.3298,0,ruido_quimera
W2111030512|W4230710385|W4285719527,0.0301,0.0974,0.586,0,ruido_quimera
W2118243939|W2126563689|W4285719527,0.0529,0.0963,0.1391,0,ruido_quimera
W1492856410|W1529223067|W4285719527,0.0529,0.0958,0.279,1,fechamento_trivial
W1529223067|W2154683088|W4285719527,0.0552,0.0956,0.383,0,ruido_quimera
W2095561982|W4206762723|W4285719527,0.0494,0.0956,0.0,0,ruido_quimera
W1529223067|W2123755784|W4285719527,0.0586,0.0954,0.1261,0,ruido_quimera
W1492856410|W1502659095|W4285719527,0.0517,0.0954,0.095,0,ruido_quimera
W1502659095|W2154683088|W4285719527,0.054,0.0953,0.0731,0,ruido_quimera
W1529223067|W2048086870|W4285719527,0.0552,0.0951,0.3307,0,ruido_quimera
W1529223067|W1566478880|W4285719527,0.0782,0.095,0.3916,0,ruido_quimera
W1529223067|W2111030512|W4285719527,0.0586,0.095,0.1931,0,ruido_quimera
W1502659095|W2123755784|W4285719527,0.0575,0.0949,0.1098,0,ruido_quimera
W1502659095|W1566478880|W4285719527,0.077,0.0946,0.1763,0,ruido_quimera
W1502659095|W2111030512|W4285719527,0.0575,0.0946,0.0843,0,ruido_quimera
W1502659095|W2048086870|W4285719527,0.054,0.0946,0.141,0,ruido_quimera
W1529223067|W2120106358|W3124879925,0.0136,0.0944,0.2964,1,fechamento_trivial
W1601629960|W2118243939|W4285719527,0.0701,0.094,0.0645,0,ruido_quimera
W1970326724|W4206762723|W4285719527,0.0169,0.094,0.0,0,ruido_quimera
W1993023795|W4206762723|W4285719527,0.0483,0.0936,0.0,0,ruido_quimera
W2095561982|W2126563689|W4285719527,0.0517,0.0934,0.3268,0,ruido_quimera
