membros,x_latente,y_integracao_kf,semantico,na_faixa,quadrante
W1990360714|W2154683088|W4285719527,0.0552,0.0457,0.3307,0,ruido_quimera
W1492856410|W1990360714|W4285719527,0.0136,0.0457,0.3426,0,ruido_quimera
W2111030512|W2154683088|W3022339544,0.0241,0.0456,0.278,1,fechamento_trivial
W2154683088|W2796849763|W4285719527,0.0552,0.0456,0.2145,0,ruido_quimera
W2005888056|W2126563689|W4285719527,0.054,0.0454,0.1272,0,ruido_quimera
W1990360714|W2123755784|W4285719527,0.0586,0.0453,0.2289,1,fechamento_trivial
W2123755784|W2796849763|W4285719527,0.0586,0.0453,0.1751,0,ruido_quimera
W1990360714|W2111030512|W4285719527,0.0586,0.0451,0.2317,1,fechamento_trivial
W1566478880|W1990360714|W4285719527,0.0782,0.045,0.2664,1,agenda_pesquisa
W1990360714|W2048086870|W4285719527,0.0202,0.045,0.2444,1,fechamento_trivial
W1566478880|W2796849763|W4285719527,0.0137,0.0449,0.2448,1,fechamento_trivial
W1999686839|W2048894562|W3130930004,0.1322,0.0449,0.433,0,ruido_quimera
W2111030512|W2796849763|W4285719527,0.0136,0.0449,0.1163,0,ruido_quimera
W2048086870|W2796849763|W4285719527,0.0136,0.0449,0.1938,0,ruido_quimera
W1601629960|W2035713188|W4285719527,0.0175,0.0448,0.0882,0,ruido_quimera
W1510137183|W2111030512|W4244612406,0.0598,0.0447,0.2476,1,agenda_pesquisa
W2066979365|W4206762723|W4285719527,0.0529,0.0446,0.0,0,ruido_quimera
W1510137183|W2025177555|W2111030512,0.0483,0.0443,0.2249,1,fechamento_trivial
W1989864366|W2111030512|W2325487953,0.0102,0.0443,0.2791,1,fechamento_trivial
W1517701247|W2154683088|W4285719527,0.0268,0.0443,0.388,0,ruido_quimera
W1517701247|W2048086870|W4285719527,0.0163,0.0443,0.3493,0,ruido_quimera
W1492856410|W1517701247|W4285719527,0.0163,0.0443,0.1632,0,ruido_quimera
W2111030512|W2162484441|W2325487953,0.0102,0.0441,0.3206,0,ruido_quimera
W1517701247|W2123755784|W4285719527,0.0269,0.044,0.2984,1,fechamento_trivial
W1510137183|W2111030512|W52678905,0.069,0.044,0.1883,0,ruido_quimera
W1492856410|W1510137183|W2111030512,0.0506,0.044,0.2057,0,ruido_quimera
W1510137183|W2111030512|W2154683088,0.0494,0.0439,0.1896,0,ruido_quimera
W1510137183|W2111030512|W2123755784,0.0747,0.0437,0.1679,0,ruido_quimera
W2126563689|W3124140110|W4285719527,0.0506,0.0437,0.1383,0,ruido_quimera
W1510137183|W1566478880|W2111030512,0.1046,0.0435,0.2037,0,ruido_quimera
W1510137183|W2048086870|W2111030512,0.0563,0.0434,0.1946,0,ruido_quimera
W1601629960|W2005888056|W4285719527,0.0713,0.0431,0.2649,1,agenda_pesquisa
W2037927976|W2154683088|W4285719527,0.0632,0.0431,0.2586,1,agenda_pesquisa
W1492856410|W2037927976|W4285719527,0.0609,0.0431,0.2595,1,agenda_pesquisa
W1492856410|W2120946983|W4285719527,0.0529,0.0429,0.2075,0,ruido_quimera
W2120946983|W2154683088|W4285719527,0.0552,0.0427,0.2675,1,fechamento_trivial
W2037927976|W2123755784|W4285719527,0.0667,0.0427,0.0758,0,ruido_quimera
W2037927976|W2048086870|W4285719527,0.0632,0.0427,0.2134,0,ruido_quimera
W1995156820|W3124879925|W4285719527,0.0621,0.0427,0.146,0,ruido_quimera
W1566478880|W2037927976|W4285719527,0.0862,0.0424,0.2255,1,agenda_pesquisa
W1520641906|W1601629960|W2752617332,0.0736,0.0424,0.291,1,agenda_pesquisa
W2120946983|W2123755784|W4285719527,0.0586,0.0424,0.226,1,fechamento_trivial
W2037927976|W2111030512|W4285719527,0.0667,0.0424,0.1381,0,ruido_quimera
W2066979365|W2126563689|W4285719527,0.0552,0.0424,0.2114,0,ruido_quimera
W2048086870|W2120946983|W4285719527,0.0552,0.0423,0.2632,1,fechamento_trivial
W225706379|W3124879925|W4285719527,0.0153,0.0423,0.3161,1,fechamento_trivial
W1601629960|W1999997471|W4206762723,0.0701,0.0422,0.2838,1,agenda_pesquisa
W2111030512|W2120946983|W4285719527,0.0586,0.0421,0.1936,0,ruido_quimera
W2752617332|W4206762723|W4285719527,0.0162,0.0421,0.0,0,ruido_quimera
W1566478880|W2120946983|W4285719527,0.0782,0.042,0.2472,1,agenda_pesquisa
W1601629960|W201578715|W4285719527,0.027,0.0419,0.2178,1,fechamento_trivial
W2037927976|W3124879925|W4285719527,0.0632,0.0418,0.2255,1,agenda_pesquisa
W1553746973|W1995156820|W4285719527,0.0494,0.0418,0.1162,0,ruido_quimera
W1606540910|W3124879925|W4285719527,0.0136,0.0418,0.0276,0,ruido_quimera
W1601629960|W3124140110|W4285719527,0.0103,0.0413,0.268,1,fechamento_trivial
W1855283887|W4206762723|W4285719527,0.0506,0.0413,0.0,0,ruido_quimera
W1492856410|W1895366050|W4285719527,0.0552,0.0411,0.175,0,ruido_quimera
W1973308529|W4206762723|W4285719527,0.0267,0.0411,0.0,0,ruido_quimera
W2120106358|W2120946983|W3124879925,0.054,0.041,0.2178,1,fechamento_trivial
W1601629960|W1999997471|W2126563689,0.0805,0.041,0.3561,0,ruido_quimera
W1492856410|W2096775067|W4285719527,0.0529,0.041,0.0,0,ruido_quimera
W1895366050|W2154683088|W4285719527,0.0575,0.0409,0.313,1,fechamento_trivial
W2000465687|W2154683088|W4285719527,0.0136,0.0408,0.3112,1,fechamento_trivial
W1999686839|W3124879925|W4285719527,0.0609,0.0408,0.1621,0,ruido_quimera
W1848725895|W2154683088|W4285719527,0.0586,0.0408,0.3686,0,ruido_quimera
W2096775067|W2154683088|W4285719527,0.0552,0.0408,0.0,0,ruido_quimera
W2000465687|W2048086870|W4285719527,0.0163,0.0408,0.3534,0,ruido_quimera
W1492856410|W2000465687|W4285719527,0.0136,0.0406,0.2161,1,fechamento_trivial
W1895366050|W2048086870|W4285719527,0.0575,0.0406,0.3297,0,ruido_quimera
W1895366050|W2123755784|W4285719527,0.0163,0.0405,0.2556,1,fechamento_trivial
W1848725895|W2123755784|W4285719527,0.0621,0.0405,0.17,0,ruido_quimera
W2096775067|W2123755784|W4285719527,0.0586,0.0405,0.0,0,ruido_quimera
W2122679534|W4206762723|W4285719527,0.0494,0.0405,0.0,0,ruido_quimera
W1601629960|W2752617332|W4206762723,0.0103,0.0405,0.1066,0,ruido_quimera
W2000465687|W2111030512|W4285719527,0.0102,0.0405,0.3537,0,ruido_quimera
W1895366050|W2111030512|W4285719527,0.0609,0.0404,0.0862,0,ruido_quimera
W2058869237|W4206762723|W4285719527,0.0494,0.0403,0.0,0,ruido_quimera
W1848725895|W2111030512|W4285719527,0.0621,0.0402,0.2646,1,agenda_pesquisa
W1553746973|W2037927976|W4285719527,0.0506,0.0402,0.2734,1,fechamento_trivial
W1566478880|W1848725895|W4285719527,0.0816,0.0402,0.3716,0,ruido_quimera
W1566478880|W2096775067|W4285719527,0.0782,0.0402,0.0,0,ruido_quimera
W2096775067|W2111030512|W4285719527,0.0586,0.0402,0.0,0,ruido_quimera
W2048086870|W2096775067|W4285719527,0.0552,0.0402,0.0,0,ruido_quimera
W1566478880|W1895366050|W4285719527,0.0164,0.0402,0.3681,0,ruido_quimera
W2048086870|W2111030512|W3122116504,0.0563,0.0401,0.3162,1,fechamento_trivial
W1553746973|W1999686839|W4285719527,0.0483,0.0401,0.1279,0,ruido_quimera
W1517138715|W1520641906|W1601629960,0.0736,0.04,0.2806,1,agenda_pesquisa
W1601629960|W2066979365|W4285719527,0.0724,0.04,0.3058,1,agenda_pesquisa
W1566478880|W1989864366|W4244612406,0.0529,0.04,0.2792,1,fechamento_trivial
W1989864366|W2111030512|W4244612406,0.0598,0.04,0.2005,0,ruido_quimera
W2129385606|W4206762723|W4285719527,0.0552,0.04,0.0,0,ruido_quimera
W2111030512|W2162484441|W4244612406,0.0598,0.0399,0.2113,0,ruido_quimera
W1989864366|W2025177555|W2123755784,0.0483,0.0399,0.1456,0,ruido_quimera
W2126563689|W2752617332|W4285719527,0.0162,0.0399,0.092,0,ruido_quimera
W1566478880|W1989864366|W4205188686,0.054,0.0398,0.1869,0,ruido_quimera
W1989864366|W2025177555|W2111030512,0.0483,0.0397,0.1694,0,ruido_quimera
W1566478880|W1989864366|W2025177555,0.0598,0.0396,0.2716,1,agenda_pesquisa
W2025177555|W2111030512|W2162484441,0.0483,0.0396,0.2289,1,fechamento_trivial
W2064927380|W4206762723|W4285719527,0.0517,0.0396,0.0,0,ruido_quimera
W1492856410|W1989864366|W2123755784,0.0747,0.0395,0.1249,0,ruido_quimera
W1989864366|W2123755784|W52678905,0.0632,0.0395,0.1464,0,ruido_quimera
W1601629960|W2126563689|W2752617332,0.0103,0.0394,0.2433,1,fechamento_trivial
W1989864366|W2123755784|W2154683088,0.1057,0.0394,0.1915,0,ruido_quimera
W1492856410|W2035713188|W4285719527,0.0575,0.0394,0.1648,0,ruido_quimera
W1492856410|W1989864366|W2111030512,0.0506,0.0394,0.1661,0,ruido_quimera
W1566478880|W1989864366|W52678905,0.1115,0.0393,0.2284,1,agenda_pesquisa
W1492856410|W1566478880|W1989864366,0.0954,0.0393,0.2287,1,agenda_pesquisa
W1989864366|W2111030512|W52678905,0.069,0.0393,0.1441,0,ruido_quimera
W2059789395|W4206762723|W4285719527,0.054,0.0393,0.0,0,ruido_quimera
W1492856410|W2111030512|W2162484441,0.0506,0.0393,0.1541,0,ruido_quimera
W1989864366|W2111030512|W2154683088,0.0494,0.0393,0.1562,0,ruido_quimera
W1566478880|W1989864366|W2154683088,0.0747,0.0392,0.3773,0,ruido_quimera
W2111030512|W2162484441|W52678905,0.069,0.0392,0.1594,0,ruido_quimera
W2035713188|W2154683088|W4285719527,0.0598,0.0392,0.1566,0,ruido_quimera
W1855283887|W2126563689|W4285719527,0.0529,0.0392,0.0126,0,ruido_quimera
W2111030512|W2154683088|W2162484441,0.0494,0.0392,0.1789,0,ruido_quimera
W1989864366|W2111030512|W2123755784,0.0103,0.0391,0.1245,0,ruido_quimera
W2111030512|W2123755784|W2162484441,0.0747,0.039,0.1477,0,ruido_quimera
W1973308529|W2126563689|W4285719527,0.0268,0.039,0.1568,0,ruido_quimera
W2035713188|W2123755784|W4285719527,0.0632,0.0389,0.0662,0,ruido_quimera
W1989864366|W2048086870|W2111030512,0.0563,0.0389,0.1865,0,ruido_quimera
W1566478880|W2111030512|W2162484441,0.1046,0.0388,0.1928,0,ruido_quimera
W2035713188|W2048086870|W4285719527,0.0598,0.0388,0.1346,0,ruido_quimera
W1566478880|W1989864366|W2111030512,0.0137,0.0388,0.1733,0,ruido_quimera
W2035713188|W2111030512|W4285719527,0.0632,0.0387,0.0928,0,ruido_quimera
W2048086870|W2111030512|W2162484441,0.0563,0.0387,0.2043,0,ruido_quimera
W1566478880|W2035713188|W4285719527,0.0828,0.0386,0.1377,0,ruido_quimera
W148464764|W4206762723|W4285719527,0.0506,0.0384,0.0,0,ruido_quimera
W2068155429|W4206762723|W4285719527,0.0563,0.0383,0.0,0,ruido_quimera
W2122679534|W2126563689|W4285719527,0.0517,0.0383,-0.0796,0,ruido_quimera
W1517138715|W1601629960|W4206762723,0.0678,0.0382,0.1935,0,ruido_quimera
W2048086870|W2099330597|W2111030512,0.0563,0.0381,0.2308,1,fechamento_trivial
W2058869237|W2126563689|W4285719527,0.0517,0.0381,0.1978,0,ruido_quimera
W1993663609|W2120106358|W3124879925,0.0529,0.0379,0.2447,1,fechamento_trivial
W2126563689|W2129385606|W4285719527,0.0575,0.0378,0.1386,0,ruido_quimera
W1973308529|W2111030512|W2325487953,0.0202,0.0377,0.313,1,fechamento_trivial
W3022339544|W4206762723|W4285719527,0.0506,0.0377,0.0,0,ruido_quimera
W2066374751|W4206762723|W4285719527,0.0506,0.0376,0.0,0,ruido_quimera
W1601629960|W2752617332|W4285719527,0.0163,0.0376,0.1066,0,ruido_quimera
W1520641906|W1535129021|W1601629960,0.0736,0.0375,0.2508,1,agenda_pesquisa
W1520641906|W1993663609|W2126563689,0.0266,0.0375,0.3154,1,fechamento_trivial
W2064927380|W2126563689|W4285719527,0.054,0.0374,0.1102,0,ruido_quimera
W1517138715|W1601629960|W2126563689,0.0782,0.0371,0.3003,1,agenda_pesquisa
W2059789395|W2126563689|W4285719527,0.0563,0.0371,0.1994,0,ruido_quimera
W2111030512|W2325487953|W2752617332,0.0102,0.037,0.2794,1,fechamento_trivial
W1601629960|W1855283887|W4285719527,0.0701,0.0369,0.0949,0,ruido_quimera
W1601629960|W1973308529|W4285719527,0.0344,0.0369,0.1331,0,ruido_quimera
W1566172004|W2111030512|W2325487953,0.0506,0.0367,0.3291,0,ruido_quimera
W2068155429|W2126563689|W4285719527,0.018,0.0361,0.2385,1,fechamento_trivial
W148464764|W2126563689|W4285719527,0.0529,0.0361,0.014,0,ruido_quimera
W1520641906|W1601629960|W2566856888,0.0747,0.036,0.3002,1,agenda_pesquisa
W1601629960|W2122679534|W4285719527,0.069,0.036,0.0178,0,ruido_quimera
W1601629960|W2058869237|W4285719527,0.069,0.0357,0.258,1,agenda_pesquisa
W1510137183|W4206762723|W4285719527,0.0483,0.0357,0.0,0,ruido_quimera
W2126563689|W3022339544|W4285719527,0.0529,0.0356,0.1761,0,ruido_quimera
W1601629960|W2129385606|W4285719527,0.0747,0.0355,0.1386,0,ruido_quimera
W1520641906|W1601629960|W2131740028,0.077,0.0354,0.2924,1,agenda_pesquisa
W1520641906|W1601629960|W1684540946,0.0747,0.0353,0.3511,0,ruido_quimera
W2066374751|W2126563689|W4285719527,0.0529,0.0353,0.0884,0,ruido_quimera
W2005888056|W2154683088|W4285719527,0.0575,0.0352,0.0458,0,ruido_quimera
W1492856410|W2005888056|W4285719527,0.0163,0.0352,0.0952,0,ruido_quimera
W1601629960|W2064927380|W4285719527,0.0713,0.035,0.1249,0,ruido_quimera
W1601629960|W2059789395|W4285719527,0.0736,0.0348,0.1697,0,ruido_quimera
W2005888056|W2123755784|W4285719527,0.0609,0.0348,0.0186,0,ruido_quimera
W1490995146|W1601629960|W4206762723,0.0678,0.0347,0.2529,1,agenda_pesquisa
W1492856410|W1970428482|W1973308529,0.0517,0.0347,0.2428,1,fechamento_trivial
W1601629960|W1993663609|W4206762723,0.0477,0.0347,0.3076,1,fechamento_trivial
W1492856410|W1970428482|W1993663609,0.0517,0.0346,0.3463,0,ruido_quimera
W2005888056|W2048086870|W4285719527,0.0163,0.0346,0.0963,0,ruido_quimera
W1566478880|W2005888056|W4285719527,0.0805,0.0345,0.1168,0,ruido_quimera
W2005888056|W2111030512|W4285719527,0.0609,0.0345,-0.0269,0,ruido_quimera
W1601629960|W2108795964|W4206762723,0.0701,0.0344,0.205,0,ruido_quimera
W1492856410|W3124140110|W4285719527,0.0517,0.0344,0.1369,0,ruido_quimera
W2154683088|W3124140110|W4285719527,0.054,0.0342,0.2261,1,fechamento_trivial
W1601629960|W2566856888|W4206762723,0.069,0.0342,0.174,0,ruido_quimera
W1492856410|W1973308529|W2026948646,0.0678,0.0342,0.319,0,ruido_quimera
W1492856410|W1993663609|W2026948646,0.0678,0.0342,0.4397,0,ruido_quimera
W1492856410|W1999997471|W90769783,0.0483,0.034,0.3281,0,ruido_quimera
W201578715|W2048086870|W4285719527,0.0163,0.034,0.3718,0,ruido_quimera
W1492856410|W1973308529|W4205188686,0.0874,0.0339,0.3066,1,agenda_pesquisa
W1492856410|W1993663609|W4205188686,0.0874,0.0339,0.3936,0,ruido_quimera
W2123755784|W3124140110|W4285719527,0.0575,0.0339,0.2133,0,ruido_quimera
W1492856410|W201578715|W4285719527,0.0268,0.0339,0.3777,0,ruido_quimera
W1601629960|W2131740028|W4206762723,0.0713,0.0338,0.1557,0,ruido_quimera
W148464764|W1601629960|W4285719527,0.0701,0.0338,0.1526,0,ruido_quimera
W1492856410|W1970428482|W1999997471,0.0529,0.0338,0.4179,0,ruido_quimera
W3122116504|W4206762723|W4285719527,0.0517,0.0338,0.0,0,ruido_quimera
W1566478880|W1993663609|W2026948646,0.0483,0.0337,0.2897,1,fechamento_trivial
W2048086870|W3124140110|W4285719527,0.0102,0.0337,0.2432,1,fechamento_trivial
W2048894562|W2164284962|W3130930004,0.1299,0.0337,0.44,0,ruido_quimera
W1601629960|W1993663609|W2126563689,0.0594,0.0337,0.3846,0,ruido_quimera
W1490995146|W1601629960|W2126563689,0.0782,0.0336,0.2987,1,agenda_pesquisa
W1566478880|W3124140110|W4285719527,0.077,0.0336,0.2721,1,agenda_pesquisa
W1973308529|W2111030512|W4244612406,0.0609,0.0336,0.2674,1,agenda_pesquisa
W1993663609|W2025177555|W2123755784,0.0483,0.0336,0.2574,1,fechamento_trivial
W2111030512|W3124140110|W4285719527,0.0575,0.0336,0.1708,0,ruido_quimera
W1566478880|W1993663609|W4244612406,0.054,0.0336,0.4328,0,ruido_quimera
W2162484441|W4206762723|W4285719527,0.054,0.0336,0.0,0,ruido_quimera
W1566478880|W1973308529|W4244612406,0.0517,0.0336,0.379,0,ruido_quimera
W1989864366|W4206762723|W4285719527,0.0506,0.0336,0.0,0,ruido_quimera
W1601629960|W1684540946|W4206762723,0.069,0.0335,0.2398,1,agenda_pesquisa
W1566478880|W1973308529|W4205188686,0.0529,0.0335,0.2677,1,fechamento_trivial
W1510137183|W2126563689|W4285719527,0.0506,0.0335,0.1318,0,ruido_quimera
W1566478880|W1993663609|W4205188686,0.0552,0.0334,0.2956,1,fechamento_trivial
W1973308529|W2025177555|W2111030512,0.0494,0.0334,0.2337,1,fechamento_trivial
W1492856410|W1973308529|W2154683088,0.0103,0.0334,0.2883,1,fechamento_trivial
W1492856410|W1999997471|W2026948646,0.069,0.0334,0.4688,0,ruido_quimera
W1566478880|W1993663609|W2025177555,0.0609,0.0334,0.3735,0,ruido_quimera
W1566478880|W1973308529|W2025177555,0.0586,0.0334,0.3688,0,ruido_quimera
W200208739|W4206762723|W4285719527,0.0517,0.0334,0.0,0,ruido_quimera
W1999997471|W4244612406|W52678905,0.0782,0.0333,0.5218,0,ruido_quimera
W1492856410|W1993663609|W2154683088,0.0137,0.0333,0.3814,0,ruido_quimera
W1993663609|W2123755784|W52678905,0.0632,0.0332,0.3146,1,agenda_pesquisa
W1999800658|W2111030512|W2325487953,0.0483,0.0332,0.2877,1,fechamento_trivial
W1601629960|W2108795964|W2126563689,0.0805,0.0332,0.3306,0,ruido_quimera
W1492856410|W1973308529|W2123755784,0.0747,0.0332,0.1579,0,ruido_quimera
W1973308529|W2123755784|W2154683088,0.1057,0.0331,0.2767,1,agenda_pesquisa
W1492856410|W1993663609|W2111030512,0.0506,0.0331,0.2574,1,fechamento_trivial
W1601629960|W3022339544|W4285719527,0.0153,0.0331,0.2217,1,fechamento_trivial
W1492856410|W1993663609|W2123755784,0.0103,0.0331,0.247,1,fechamento_trivial
W1601629960|W2126563689|W2566856888,0.0793,0.033,0.288,1,agenda_pesquisa
W1601629960|W2066374751|W4285719527,0.0701,0.033,0.2615,1,agenda_pesquisa
W1993663609|W2111030512|W2154683088,0.0506,0.033,0.265,1,fechamento_trivial
W1566478880|W1993663609|W52678905,0.1126,0.033,0.3868,0,ruido_quimera
W1566478880|W1973308529|W52678905,0.1103,0.033,0.3189,0,ruido_quimera
W1973308529|W2111030512|W52678905,0.0701,0.033,0.2017,0,ruido_quimera
W1492856410|W2066979365|W4285719527,0.0563,0.033,0.2029,0,ruido_quimera
W1993663609|W2123755784|W2154683088,0.0137,0.033,0.3312,0,ruido_quimera
W1492856410|W1973308529|W2111030512,0.0136,0.033,0.1771,0,ruido_quimera
W2120106358|W2164284962|W3124879925,0.0529,0.0329,0.2521,1,fechamento_trivial
W1566478880|W1999997471|W4244612406,0.0517,0.0329,0.4235,0,ruido_quimera
W1566478880|W1973308529|W2154683088,0.0103,0.0329,0.4733,0,ruido_quimera
W2066979365|W2154683088|W4285719527,0.0586,0.0328,0.2453,1,fechamento_trivial
W1993663609|W2048086870|W2111030512,0.0563,0.0328,0.2536,1,fechamento_trivial
W1566478880|W1973308529|W2123755784,0.1494,0.0328,0.3353,0,ruido_quimera
W1993663609|W2111030512|W2123755784,0.0747,0.0328,0.2098,0,ruido_quimera
W1566478880|W1993663609|W2154683088,0.0244,0.0328,0.5073,0,ruido_quimera
W2099330597|W4206762723|W4285719527,0.0174,0.0328,0.0,0,ruido_quimera
W1973308529|W2111030512|W2123755784,0.0759,0.0327,0.168,0,ruido_quimera
W1566478880|W2752617332|W4244612406,0.0517,0.0327,0.4277,0,ruido_quimera
W1566478880|W1993663609|W2111030512,0.1069,0.0326,0.2488,1,agenda_pesquisa
W2111030512|W2752617332|W4244612406,0.0598,0.0326,0.2749,1,agenda_pesquisa
W1973308529|W2048086870|W2111030512,0.0575,0.0326,0.2383,1,fechamento_trivial
W1999997471|W2025177555|W2123755784,0.0494,0.0326,0.2458,1,fechamento_trivial
W1601629960|W2126563689|W2131740028,0.0816,0.0325,0.2169,1,agenda_pesquisa
W1566478880|W2752617332|W4205188686,0.0529,0.0325,0.2941,1,fechamento_trivial
W1999997471|W2025177555|W2111030512,0.0494,0.0325,0.2964,1,fechamento_trivial
W1566478880|W1973308529|W2111030512,0.0137,0.0325,0.2276,1,fechamento_trivial
W1492856410|W1999997471|W2154683088,0.0816,0.0325,0.3995,0,ruido_quimera
W2066979365|W2123755784|W4285719527,0.0621,0.0325,0.0641,0,ruido_quimera
W2082597100|W4206762723|W4285719527,0.0552,0.0325,0.0,0,ruido_quimera
W1566172004|W4206762723|W4285719527,0.0529,0.0325,0.0,0,ruido_quimera
W1492856410|W1566172004|W1970428482,0.0517,0.0325,0.3289,0,ruido_quimera
W2025177555|W2111030512|W2752617332,0.0483,0.0324,0.2336,1,fechamento_trivial
W1492856410|W1993663609|W4285719527,0.0187,0.0324,0.2938,1,fechamento_trivial
W1601629960|W1684540946|W2126563689,0.0793,0.0324,0.3221,0,ruido_quimera
W1566478880|W2025177555|W2752617332,0.0586,0.0324,0.4099,0,ruido_quimera
W1492856410|W1999997471|W2123755784,0.0759,0.0323,0.2303,1,agenda_pesquisa
W1999997471|W2123755784|W52678905,0.0632,0.0323,0.2687,1,agenda_pesquisa
W1492856410|W2154683088|W2752617332,0.0816,0.0323,0.3581,0,ruido_quimera
W2048086870|W2066979365|W4285719527,0.0586,0.0323,0.1852,0,ruido_quimera
W1492856410|W1973308529|W4285719527,0.0163,0.0323,0.1024,0,ruido_quimera
W1999997471|W2111030512|W52678905,0.069,0.0322,0.2933,1,agenda_pesquisa
W1492856410|W1999997471|W2111030512,0.0517,0.0322,0.2985,1,fechamento_trivial
W1973308529|W2154683088|W4285719527,0.0163,0.0322,0.2735,1,fechamento_trivial
W1492856410|W1566172004|W2026948646,0.0678,0.0322,0.4058,0,ruido_quimera
W2066979365|W2111030512|W4285719527,0.0621,0.0322,0.1252,0,ruido_quimera
W1566478880|W2066979365|W4285719527,0.0816,0.0321,0.2864,1,agenda_pesquisa
W2111030512|W2131740028|W2325487953,0.0483,0.0321,0.2872,1,fechamento_trivial
W2123755784|W2154683088|W2752617332,0.1069,0.0321,0.4035,0,ruido_quimera
W1566478880|W1999997471|W2154683088,0.0736,0.0321,0.5092,0,ruido_quimera
W1566172004|W2026948646|W2154683088,0.0483,0.0321,0.3268,0,ruido_quimera
W1566478880|W1999997471|W52678905,0.0103,0.0321,0.3709,0,ruido_quimera
W1993663609|W2123755784|W4285719527,0.0187,0.032,0.2833,1,fechamento_trivial
W2111030512|W2140956556|W2325487953,0.0102,0.032,0.2779,1,fechamento_trivial
W1566478880|W2752617332|W52678905,0.1103,0.032,0.3644,0,ruido_quimera
W1492856410|W1566478880|W2752617332,0.0943,0.032,0.3332,0,ruido_quimera
W2111030512|W2752617332|W52678905,0.069,0.032,0.206,0,ruido_quimera
W1492856410|W2111030512|W2752617332,0.0506,0.032,0.1966,0,ruido_quimera
W1566172004|W1566478880|W233775549,0.0483,0.032,0.3437,0,ruido_quimera
W1566172004|W4244612406|W52678905,0.0137,0.032,0.5261,0,ruido_quimera
W1973308529|W2048086870|W4285719527,0.0575,0.0319,0.2998,1,fechamento_trivial
W1566478880|W1999997471|W2123755784,0.1494,0.0319,0.3325,0,ruido_quimera
W1492856410|W1566172004|W4205188686,0.0874,0.0319,0.3942,0,ruido_quimera
W1973308529|W2123755784|W4285719527,0.0609,0.0319,0.2075,0,ruido_quimera
W1995875735|W3124879925|W4285719527,0.0586,0.0319,-0.0313,0,ruido_quimera
W1566478880|W1999997471|W2111030512,0.1046,0.0318,0.2737,1,agenda_pesquisa
W1566172004|W1566478880|W2026948646,0.0494,0.0318,0.2912,1,fechamento_trivial
W1566172004|W2111030512|W4244612406,0.0153,0.0318,0.3091,1,fechamento_trivial
W1993663609|W2111030512|W4285719527,0.0701,0.0318,0.1726,0,ruido_quimera
W4206762723|W4285719527|W4302604455,0.0506,0.0318,0.0,0,ruido_quimera
W1993663609|W3124879925|W4285719527,0.0187,0.0318,0.2134,0,ruido_quimera
W1566478880|W2154683088|W2752617332,0.0136,0.0318,0.5378,0,ruido_quimera
W2111030512|W2123755784|W2752617332,0.0747,0.0317,0.2446,1,agenda_pesquisa
W1999997471|W2048086870|W2111030512,0.0563,0.0317,0.2729,1,fechamento_trivial
W1566478880|W2123755784|W2752617332,0.1494,0.0317,0.4531,0,ruido_quimera
W1566478880|W1993663609|W4285719527,0.0479,0.0317,0.3291,0,ruido_quimera
W1566172004|W1566478880|W4244612406,0.0163,0.0317,0.436,0,ruido_quimera
W2126563689|W3122116504|W4285719527,0.054,0.0316,0.1471,0,ruido_quimera
W1566478880|W1973308529|W4285719527,0.0164,0.0315,0.315,1,fechamento_trivial
W1566478880|W2111030512|W2752617332,0.0103,0.0315,0.2419,1,fechamento_trivial
W2048086870|W2111030512|W2752617332,0.0102,0.0315,0.2719,1,fechamento_trivial
W1566172004|W1566478880|W4205188686,0.0563,0.0315,0.3316,0,ruido_quimera
W1517138715|W2111030512|W2325487953,0.0506,0.0315,0.3608,0,ruido_quimera
W1973308529|W2111030512|W4285719527,0.0269,0.0315,0.1231,0,ruido_quimera
W2126563689|W2162484441|W4285719527,0.0563,0.0314,0.0252,0,ruido_quimera
W1989864366|W2126563689|W4285719527,0.0529,0.0314,-0.0286,0,ruido_quimera
W1492856410|W1566172004|W2154683088,0.0154,0.0314,0.3759,0,ruido_quimera
W1576605329|W2111030512|W2325487953,0.0483,0.0313,0.3675,0,ruido_quimera
W1492856410|W1566172004|W2123755784,0.0163,0.0312,0.2953,1,fechamento_trivial
W1492856410|W1566172004|W2111030512,0.0153,0.0312,0.2346,1,fechamento_trivial
W1492856410|W2752617332|W4285719527,0.0552,0.0312,0.2014,0,ruido_quimera
W200208739|W2126563689|W4285719527,0.054,0.0312,0.1795,0,ruido_quimera
W1510137183|W1601629960|W4285719527,0.0678,0.0311,0.164,0,ruido_quimera
W1492856410|W1566172004|W1566478880,0.0164,0.0311,0.3453,0,ruido_quimera
W2154683088|W2752617332|W4285719527,0.0268,0.031,0.3838,0,ruido_quimera
W1588942736|W2154683088|W4285719527,0.0169,0.0309,0.4581,0,ruido_quimera
W1492856410|W1588942736|W4285719527,0.0169,0.0309,0.3858,0,ruido_quimera
W1588942736|W2048086870|W4285719527,0.0287,0.0308,0.2834,1,fechamento_trivial
W1588942736|W2123755784|W4285719527,0.0287,0.0307,0.2224,1,fechamento_trivial
W2123755784|W2752617332|W4285719527,0.0609,0.0307,0.4775,0,ruido_quimera
W1588942736|W2111030512|W4285719527,0.044,0.0306,0.3444,0,ruido_quimera
W2099330597|W2126563689|W4285719527,0.0174,0.0306,0.2014,0,ruido_quimera
W1566478880|W1588942736|W4285719527,0.017,0.0306,0.3419,0,ruido_quimera
